,County,263,269,276,283
0,01001,1905,75,74,59
1,01003,6203,,,NaN
2,01005,942,22,22,26
3,01007,736,55,74,92
4,01009,1713,48,37,23
5,01011,624,6,6,3
6,01013,958,28,37,42
7,01015,3841,150,128,97
8,01017,1242,22,16,9
9,01019,670,26,19,13
10,01021,1722,59,47,31
11,01023,376,9,8,5
12,01025,1219,81,79,63
13,01027,646,31,30,26
14,01029,468,41,37,28
15,01031,1532,87,65,50
16,01033,1813,97,115,138
17,01035,547,4,3,2
18,01037,187,5,5,3
19,01039,1561,81,58,35
20,01041,566,8,7,5
21,01043,2047,90,85,65
22,01045,1548,,,NaN
23,01047,1830,17,13,7
24,01049,2838,295,367,443
25,01051,2952,143,129,106
26,01053,1684,38,28,18
27,01055,3791,100,63,39
28,01057,511,13,8,5
29,01059,1891,63,64,68
30,01061,792,102,79,64
31,01063,326,7,7,4
32,01065,699,32,30,25
33,01067,597,58,48,40
34,01069,3494,,,NaN
35,01071,1818,167,211,258
36,01073,21429,786,712,607
37,01075,420,19,13,9
38,01077,1918,122,142,162
39,01079,716,68,95,122
40,01081,6292,140,80,49
41,01083,2502,295,394,501
42,01085,681,8,8,5
43,01087,514,25,34,42
44,01089,8557,279,240,193
45,01091,882,118,179,190
46,01093,1019,24,16,11
47,01095,4147,120,115,85
48,01097,13954,207,164,124
49,01099,608,6,6,3
50,01101,9244,245,285,300
51,01103,3665,253,318,380
52,01105,571,8,7,5
53,01107,721,32,37,32
54,01109,1267,26,17,10
55,01111,739,43,34,23
56,01113,1854,31,17,11
57,01115,2582,137,117,89
58,01117,6673,298,233,163
59,01119,457,,,NaN
60,01121,2401,145,131,86
61,01123,1220,30,20,12
62,01125,9503,232,126,79
63,01127,2533,112,112,105
64,01129,605,33,39,51
65,01131,553,6,6,4
66,01133,826,57,79,95
67,02013,15,,,NaN
68,02016,96,0,0,0
69,02020,5637,880,1166,1546
70,02050,186,53,81,106
71,02060,0,0,0,0
72,02068,17,4,3,4
73,02070,34,2,2,2
74,02090,1605,347,459,604
75,02100,9,0,0,0
76,02105,0,0,0,0
77,02110,412,13,13,13
78,02122,701,49,76,100
79,02130,74,,,NaN
