,County,333,339,346,353
0,01001,3741,464,560,632
1,01003,11827,1341,1525,1749
2,01005,1336,66,78,87
3,01007,1613,204,231,255
4,01009,4218,556,613,662
5,01011,753,27,38,45
6,01013,1399,105,115,127
7,01015,8648,943,1088,1163
8,01017,2125,120,131,131
9,01019,1287,112,125,138
10,01021,2696,163,178,191
11,01023,474,26,34,42
12,01025,2182,367,333,391
13,01027,1055,49,54,53
14,01029,948,75,84,91
15,01031,3185,305,338,368
16,01033,4106,339,347,360
17,01035,807,38,40,44
18,01037,454,34,34,36
19,01039,2701,208,237,259
20,01041,841,56,67,72
21,01043,6269,698,719,711
22,01045,3007,311,361,414
23,01047,2601,124,137,142
24,01049,6408,631,699,729
25,01051,5535,633,758,845
26,01053,2383,172,199,234
27,01055,8916,974,1099,1129
28,01057,1303,149,167,173
29,01059,3021,184,193,193
30,01061,1488,98,103,107
31,01063,585,74,78,90
32,01065,1274,154,187,201
33,01067,1085,115,146,166
34,01069,6570,563,674,737
35,01071,4689,420,406,416
36,01073,45527,5289,5911,6435
37,01075,946,124,142,160
38,01077,5582,555,611,628
39,01079,1757,196,212,212
40,01081,9337,724,847,976
41,01083,5987,752,870,949
42,01085,897,37,43,48
43,01087,901,69,76,80
44,01089,19314,2631,3098,3473
45,01091,1611,205,218,250
46,01093,1853,191,223,245
47,01095,8380,699,727,743
48,01097,23463,1500,1702,1938
49,01099,1027,120,158,179
50,01101,14775,1090,1280,1439
51,01103,9355,999,1063,1090
52,01105,790,56,71,81
53,01107,1568,161,195,213
54,01109,1815,88,98,104
55,01111,1174,44,46,47
56,01113,2595,146,176,206
57,01115,5770,581,637,683
58,01117,13888,1326,1448,1538
59,01119,743,89,109,117
60,01121,4655,404,420,459
61,01123,2167,130,142,147
62,01125,16663,1483,1595,1751
63,01127,4720,378,354,325
64,01129,1105,94,113,131
65,01131,817,,,NaN
66,01133,1740,130,127,132
67,02013,40,0,0,0
68,02016,169,28,27,33
69,02020,21651,1622,1493,1437
70,02050,2081,185,158,147
71,02060,0,0,0,0
72,02068,60,7,7,6
73,02070,111,3,2,3
74,02090,4605,498,489,537
75,02100,22,,,NaN
76,02105,0,0,0,0
77,02110,988,42,39,37
78,02122,3478,288,293,292
