,County,326,332,339,346
0,01001,3300,356,421,492
1,01003,10806,1323,1606,1878
2,01005,1272,65,79,97
3,01007,1441,159,196,215
4,01009,3776,556,671,744
5,01011,728,7,4,2
6,01013,1330,82,62,36
7,01015,7813,959,1111,1264
8,01017,2013,110,101,94
9,01019,1197,115,147,172
10,01021,2547,196,231,278
11,01023,454,16,16,11
12,01025,2041,324,475,455
13,01027,1003,44,43,43
14,01029,882,73,91,109
15,01031,2921,305,371,434
16,01033,3843,353,346,305
17,01035,778,59,64,74
18,01037,433,43,40,35
19,01039,2525,218,260,303
20,01041,778,38,44,49
21,01043,5700,818,942,1066
22,01045,2767,292,366,421
23,01047,2490,126,129,125
24,01049,5834,634,743,841
25,01051,4959,573,684,790
26,01053,2262,191,235,275
27,01055,7977,1017,1120,1250
28,01057,1168,158,172,189
29,01059,2865,219,257,300
30,01061,1409,110,127,148
31,01063,546,83,96,90
32,01065,1132,107,135,152
33,01067,989,83,104,121
34,01069,6062,453,498,527
35,01071,4361,698,731,808
36,01073,40709,5035,5850,6787
37,01075,855,112,139,156
38,01077,5078,448,383,307
39,01079,1585,194,238,276
40,01081,8744,652,822,974
41,01083,5315,678,814,943
42,01085,858,32,31,33
43,01087,843,59,60,55
44,01089,17030,2433,2880,3375
45,01091,1473,174,226,246
46,01093,1684,182,216,253
47,01095,7801,910,943,1004
48,01097,22169,1552,1842,2148
49,01099,922,86,107,125
50,01101,13783,930,1146,1369
51,01103,8492,1041,1119,1166
52,01105,745,37,48,57
53,01107,1414,95,109,111
54,01109,1737,90,107,125
55,01111,1128,37,30,23
56,01113,2463,151,165,183
57,01115,5261,638,719,795
58,01117,12705,1379,1574,1813
59,01119,666,58,73,87
60,01121,4335,516,607,711
61,01123,2055,133,129,122
62,01125,15513,1591,1936,2207
63,01127,4424,508,611,684
64,01129,1026,77,103,120
65,01131,779,105,157,160
66,01133,1637,195,226,259
67,02013,40,2,2,1
68,02016,161,,,NaN
69,02020,20350,1751,1525,1295
70,02050,1960,234,226,196
71,02060,0,0,0,0
72,02068,56,4,4,2
73,02070,109,3,3,2
74,02090,4286,612,764,887
75,02100,20,,,NaN
76,02105,0,0,0,0
77,02110,961,53,46,38
78,02122,3255,272,187,128
79,02130,223,10,7,5
80,02150,697,265,278,274
81,02158,626,143,182,185
82,02164,153,3,3,1
83,02170,5471,1109,848,768
