,County,312,318,325,332
0,01001,2751,143,132,121
1,01003,8820,789,945,1146
2,01005,1175,18,11,8
3,01007,1188,145,147,179
4,01009,2946,195,175,152
5,01011,700,15,17,22
6,01013,1173,52,56,67
7,01015,6366,405,418,416
8,01017,1772,126,134,153
9,01019,1029,57,46,41
10,01021,2250,108,128,154
11,01023,426,8,10,13
12,01025,1589,42,38,33
13,01027,920,41,39,38
14,01029,774,62,54,56
15,01031,2465,171,178,183
16,01033,3146,213,207,195
17,01035,685,18,14,10
18,01037,346,53,60,71
19,01039,2203,86,77,77
20,01041,712,13,9,5
21,01043,4474,331,270,217
22,01045,2344,62,46,33
23,01047,2265,116,102,104
24,01049,4897,351,304,281
25,01051,4094,229,208,211
26,01053,1986,62,58,64
27,01055,6351,577,598,628
28,01057,922,127,145,167
29,01059,2542,125,133,142
30,01061,1237,65,60,56
31,01063,427,37,43,52
32,01065,977,66,68,58
33,01067,867,17,10,8
34,01069,5323,323,353,418
35,01071,3271,366,450,517
36,01073,32718,2903,3177,3642
37,01075,683,73,91,107
38,01077,4133,464,455,466
39,01079,1296,114,97,95
40,01081,7785,336,358,403
41,01083,4302,357,354,379
42,01085,799,27,27,29
43,01087,745,51,49,48
44,01089,13425,1343,1622,1954
45,01091,1225,56,66,68
46,01093,1413,82,95,104
47,01095,6309,686,798,929
48,01097,19904,804,840,875
49,01099,790,33,30,28
50,01101,12380,360,311,255
51,01103,6751,804,843,920
52,01105,689,36,41,50
53,01107,1242,112,123,126
54,01109,1592,46,43,39
55,01111,1038,48,49,50
56,01113,2231,108,109,134
57,01115,4257,279,293,300
58,01117,10465,771,795,828
59,01119,584,33,36,36
60,01121,3535,213,220,226
61,01123,1770,82,72,61
62,01125,13167,800,892,1031
63,01127,3689,227,244,270
64,01129,916,13,8,5
65,01131,639,16,15,14
66,01133,1344,137,160,187
67,02013,38,6,5,4
68,02016,108,2,1,1
69,02020,16666,2090,1850,1634
70,02050,1529,336,335,299
71,02060,0,0,0,0
72,02068,43,2,1,1
73,02070,100,9,6,6
74,02090,3465,294,266,259
75,02100,16,0,0,0
76,02105,0,0,0,0
77,02110,853,45,36,25
78,02122,2569,,,NaN
79,02130,197,10,7,4
80,02150,277,72,74,70
81,02158,421,30,24,15
82,02164,144,,,NaN
83,02170,3389,517,484,266
84,02180,228,45,58,68
85,02185,453,44,45,40
86,02188,359,28,24,25
87,02195,25,1,0,0
88,02198,51,3,3,2
89,02220,189,38,34,27
90,02230,9,1,1,0
91,02240,284,86,82,81
92,02261,256,18,12,11
93,02275,20,1,0,0
94,02282,49,3,3,2
95,02290,171,26,28,29
96,04001,5391,632,640,639
97,04003,3639,662,793,936
98,04005,7474,719,785,860
99,04007,2970,406,461,537
100,04009,2194,332,359,380
101,04011,224,64,73,84
102,04012,867,107,133,156
103,04013,205332,20049,23910,28500
104,04015,6197,772,924,1110
105,04017,8118,609,608,570
106,04019,39813,4432,5435,6449
107,04021,16643,1885,2156,2616
108,04023,3933,424,490,550
109,04025,5329,1134,1335,1536
110,04027,17871,1717,1985,2270
111,05001,959,60,50,46
112,05003,855,128,156,182
113,05005,1406,155,130,119
114,05007,12001,938,957,944
115,05009,1768,250,261,281
116,05011,495,71,87,100
117,05013,147,23,19,13
118,05015,1417,180,204,247
119,05017,1186,66,74,77
120,05019,808,70,66,61
121,05021,874,103,100,93
122,05023,728,97,122,146
123,05025,362,38,35,33
124,05027,1093,155,171,198
125,05029,674,104,94,94
126,05031,7066,540,514,480
127,05033,3066,213,191,173
128,05035,3254,184,164,142
