,County,361,367,374,381
0,01001,5184,451,431,453
1,01003,16251,1182,1177,1194
2,01005,1729,109,111,127
3,01007,2151,138,126,129
4,01009,5304,269,258,249
5,01011,990,50,54,60
6,01013,1696,74,71,76
7,01015,11122,694,698,703
8,01017,2827,240,255,279
9,01019,1603,89,86,92
10,01021,3361,157,134,136
11,01023,512,8,7,5
12,01025,2814,217,239,260
13,01027,1261,46,43,47
14,01029,1174,67,68,69
15,01031,4410,375,358,391
16,01033,5320,300,279,278
17,01035,944,50,57,67
18,01037,605,35,19,11
19,01039,3272,155,125,115
20,01041,1187,102,91,98
21,01043,8023,358,317,287
22,01045,3961,293,295,317
23,01047,3031,97,101,91
24,01049,7683,339,325,317
25,01051,7836,572,544,575
26,01053,3168,273,293,327
27,01055,11735,680,536,400
28,01057,1682,119,121,128
29,01059,3662,162,114,84
30,01061,2014,133,102,78
31,01063,760,37,35,35
32,01065,1758,143,141,160
33,01067,1536,139,144,154
34,01069,8598,517,388,277
35,01071,5803,271,235,222
36,01073,62039,3958,3368,2993
37,01075,1180,52,46,44
38,01077,7546,474,446,443
39,01079,2436,171,156,167
40,01081,12465,1134,1236,1381
41,01083,8002,504,468,467
42,01085,1103,77,77,90
43,01087,1147,71,71,75
44,01089,27052,1960,1838,1857
45,01091,1990,78,63,64
46,01093,2456,160,157,149
47,01095,10191,441,398,382
48,01097,30225,2076,2170,2333
49,01099,1452,124,116,130
50,01101,18978,1318,1294,1397
51,01103,12233,631,561,538
52,01105,974,53,58,61
53,01107,1965,101,90,91
54,01109,2487,285,299,365
55,01111,1398,61,60,63
56,01113,3303,268,311,353
57,01115,7535,379,355,365
58,01117,18504,1174,1093,1087
59,01119,890,,,NaN
60,01121,6166,471,474,506
61,01123,2616,93,76,79
62,01125,20728,804,712,753
63,01127,5897,243,203,214
64,01129,1376,88,93,113
65,01131,1031,92,105,127
66,01133,2266,119,110,117
67,02013,40,1,0,0
68,02016,269,27,31,34
69,02020,24656,620,529,474
70,02050,2985,147,152,143
71,02060,0,0,0,0
72,02068,63,2,1,1
73,02070,154,,,NaN
74,02090,5633,311,308,322
75,02100,24,1,0,0
76,02105,0,0,0,0
77,02110,1102,22,23,21
78,02122,3832,85,75,68
79,02130,269,13,11,11
80,02150,1002,40,38,36
81,02158,995,68,84,92
82,02164,167,2,1,1
83,02170,7157,327,300,287
84,02180,296,8,7,7
85,02185,965,91,112,125
86,02188,520,78,78,97
87,02195,46,8,7,7
88,02198,75,,,NaN
89,02220,294,11,10,10
90,02230,16,0,0,0
91,02240,412,2,2,2
92,02261,401,25,29,35
93,02275,25,0,0,0
94,02282,62,,,NaN
95,02290,253,29,31,37
96,04001,8634,375,306,251
97,04003,9589,986,909,923
98,04005,13943,1192,1158,1116
99,04007,5389,354,330,325
100,04009,4361,532,496,580
101,04011,483,38,34,35
102,04012,2029,263,266,291
103,04013,417839,41308,40345,40173
104,04015,16734,1837,1743,1743
105,04017,13343,707,602,500
106,04019,90084,8834,8852,8910
107,04021,36735,4226,4193,4325
108,04023,7039,386,340,299
109,04025,14748,1531,1401,1281
110,04027,32932,2033,1722,1486
111,05001,1564,113,112,104
112,05003,1487,101,104,105
113,05005,2466,147,139,132
114,05007,23013,1879,1871,1965
115,05009,2996,187,187,182
116,05011,1161,100,98,99
117,05013,293,28,31,31
118,05015,2406,153,155,157
119,05017,1503,42,42,41
120,05019,1649,128,140,142
121,05021,1477,58,47,35
122,05023,1613,156,156,169
