,County,305,311,318,325
0,01001,2617,196,224,266
1,01003,8199,638,812,975
2,01005,1160,33,37,38
3,01007,1136,54,55,52
4,01009,2754,252,264,275
5,01011,689,18,24,29
6,01013,1133,60,77,92
7,01015,5964,526,612,741
8,01017,1675,133,164,197
9,01019,985,98,123,146
10,01021,2161,86,108,132
11,01023,417,7,9,10
12,01025,1549,61,64,63
13,01027,888,46,57,68
14,01029,742,85,113,129
15,01031,2303,174,175,191
16,01033,2943,309,350,417
17,01035,668,39,41,44
18,01037,306,48,59,69
19,01039,2123,100,107,109
20,01041,700,34,41,48
21,01043,4096,499,495,492
22,01045,2254,82,59,45
23,01047,2196,147,196,228
24,01049,4608,490,607,695
25,01051,3910,312,390,464
26,01053,1940,84,106,129
27,01055,5857,652,778,913
28,01057,831,105,131,149
29,01059,2436,112,129,141
30,01061,1167,74,74,76
31,01063,399,28,34,42
32,01065,915,60,70,85
33,01067,838,26,21,16
34,01069,5033,354,432,522
35,01071,2905,254,274,295
36,01073,30318,3007,3692,4385
37,01075,622,27,27,24
38,01077,3783,546,664,776
39,01079,1214,145,184,201
40,01081,7504,414,501,613
41,01083,4008,430,541,639
42,01085,785,26,36,42
43,01087,694,50,52,53
44,01089,12204,1236,1455,1766
45,01091,1164,27,18,10
46,01093,1339,72,77,80
47,01095,5794,611,712,842
48,01097,19260,973,1195,1458
49,01099,768,51,64,78
50,01101,12000,431,396,364
51,01103,6104,819,1021,1170
52,01105,668,33,45,52
53,01107,1141,74,75,68
54,01109,1547,56,51,55
55,01111,995,71,85,104
56,01113,2175,106,145,172
57,01115,3960,245,249,245
58,01117,9712,953,1126,1357
59,01119,553,33,37,44
60,01121,3340,249,280,330
61,01123,1685,131,141,165
62,01125,12446,832,992,1204
63,01127,3480,217,256,296
64,01129,898,32,20,12
65,01131,623,21,25,31
66,01133,1225,115,129,149
67,02013,22,,,NaN
68,02016,106,2,2,2
69,02020,14702,2601,2078,1480
70,02050,1149,270,265,236
71,02060,0,0,0,0
72,02068,41,4,5,5
73,02070,95,16,18,18
74,02090,3206,,,NaN
75,02100,16,1,0,1
76,02105,0,0,0,0
77,02110,798,63,47,40
78,02122,2144,509,544,548
79,02130,185,33,23,19
80,02150,217,56,67,66
81,02158,387,18,13,7
82,02164,143,15,16,17
83,02170,2577,265,201,153
84,02180,185,23,29,36
85,02185,407,39,31,27
86,02188,338,37,50,56
87,02195,23,2,2,2
88,02198,46,5,5,6
89,02220,157,40,39,34
90,02230,9,,,NaN
91,02240,236,83,102,110
92,02261,237,22,20,17
93,02275,20,1,0,1
94,02282,44,4,5,5
