,State,347,353,360,367,374,381,388,395,402
0,Washington,3459,90,81,73,65,58,52,47,42
1,Illinois,18322,629,570,514,463,416,374,336,302
2,California,26638,845,790,747,716,696,686,684,687
3,Arizona,9061,483,474,464,453,442,430,418,405
4,Massachusetts,12610,406,443,488,542,605,677,757,845
5,Wisconsin,5261,259,229,200,174,151,131,113,97
6,Texas,28430,1136,1045,954,868,787,710,640,575
7,Nebraska,1672,92,79,66,55,46,38,31,26
8,Utah,1301,67,61,54,49,43,38,33,29
9,Oregon,1500,101,100,99,97,96,95,94,94
10,Florida,21987,928,905,880,854,828,800,773,745
11,New York,38415,900,881,865,853,844,837,834,832
12,Rhode Island,1777,74,76,79,85,91,100,111,125
13,Georgia,10964,371,341,312,286,261,238,217,198
14,New Hampshire,780,38,36,34,32,30,28,26,25
15,North Carolina,6910,357,342,328,313,299,285,271,257
16,New Jersey,19208,700,748,801,857,916,978,1042,1110
17,Colorado,4934,353,354,355,355,355,354,352,349
18,Maryland,5994,225,227,233,242,254,272,295,324
19,Nevada,3180,211,206,201,195,190,184,178,173
20,Tennessee,7025,404,367,333,300,269,241,215,191
21,Hawaii,289,7,7,6,6,6,6,6,6
22,Indiana,8475,423,385,348,314,283,254,228,205
23,Kentucky,2723,118,106,95,85,76,68,61,54
24,Minnesota,5489,221,197,174,153,133,116,100,86
25,Oklahoma,2547,119,107,95,85,75,67,59,52
26,Pennsylvania,16230,925,930,936,940,943,944,945,944
27,South Carolina,5469,184,170,157,144,132,122,111,102
28,District of Columbia,794,32,33,35,38,40,42,44,46
29,Kansas,2872,171,151,132,115,99,85,72,61
30,Missouri,5736,196,162,133,108,87,71,57,46
31,Vermont,140,0,0,0,0,0,0,0,0
32,Virginia,5124,180,170,160,151,142,133,125,117
33,Connecticut,6099,194,174,157,141,127,115,103,93
34,Iowa,3946,183,156,133,113,95,80,68,57
35,Louisiana,7537,213,197,181,167,153,140,128,117
36,Ohio,9076,399,359,322,287,256,227,201,178
37,Michigan,13306,564,515,469,427,388,352,320,290
38,South Dakota,1513,97,82,68,56,45,37,29,23
39,Arkansas,3749,200,182,164,147,132,118,105,93
40,Delaware,930,21,18,16,14,13,11,10,9
41,Mississippi,4871,153,137,122,109,96,85,75,67
42,New Mexico,2551,199,201,203,204,205,206,206,206
43,North Dakota,1310,45,37,30,25,20,16,13,10
44,Wyoming,438,39,35,31,26,22,19,16,13
45,Alaska,215,13,12,11,10,8,7,6,6
46,Maine,359,21,21,22,24,26,31,36,44
47,Alabama,4873,233,211,190,170,153,136,121,108
48,Idaho,1448,84,76,68,60,53,47,41,36
49,Montana,972,60,52,46,39,34,29,24,20
50,Puerto Rico,1545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,1376,137,137,135,133,130,127,123,119
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
