,State,726,752,731,738,745
0,Washington,NaN,477,227,335,345
1,Illinois,NaN,1297,829,1090,1362
2,California,NaN,2487,896,1288,1622
3,Arizona,NaN,1224,407,546,645
4,Massachusetts,NaN,705,418,484,450
5,Wisconsin,NaN,517,262,325,286
6,Texas,NaN,2623,955,1103,1502
7,Nebraska,NaN,193,86,125,123
8,Utah,NaN,198,90,166,179
9,Oregon,NaN,293,129,195,204
10,Florida,NaN,684,490,715,321
11,New York,NaN,2300,1394,1488,1409
12,Rhode Island,NaN,111,62,95,89
13,Georgia,NaN,1304,385,458,690
14,New Hampshire,NaN,74,52,77,69
15,North Carolina,NaN,847,316,440,571
16,New Jersey,NaN,1505,672,953,1330
17,Colorado,NaN,547,231,297,367
18,Maryland,NaN,897,506,557,473
19,Nevada,NaN,388,123,166,235
20,Tennessee,NaN,725,250,313,352
21,Hawaii,NaN,60,28,29,40
22,Indiana,NaN,655,612,697,739
23,Kentucky,NaN,341,173,214,280
24,Minnesota,NaN,416,218,257,274
25,Oklahoma,NaN,440,149,198,370
26,Pennsylvania,NaN,2041,1043,1246,1268
27,South Carolina,NaN,455,195,242,356
28,District of Columbia,NaN,63,29,49,61
29,Kansas,NaN,316,83,127,180
30,Missouri,NaN,787,255,345,612
31,Vermont,NaN,19,15,20,15
32,Virginia,NaN,584,244,342,350
33,Connecticut,NaN,444,207,254,354
34,Iowa,NaN,343,159,162,231
35,Louisiana,NaN,318,149,160,265
36,Ohio,NaN,1365,569,774,809
37,Michigan,NaN,1142,897,976,903
38,South Dakota,NaN,92,41,39,52
39,Arkansas,NaN,307,144,185,267
40,Delaware,NaN,104,71,93,102
41,Mississippi,NaN,318,131,168,260
42,New Mexico,NaN,205,143,128,152
43,North Dakota,NaN,82,21,31,38
44,Wyoming,NaN,36,19,22,33
45,Alaska,NaN,19,11,13,13
46,Maine,NaN,53,56,40,47
47,Alabama,NaN,226,121,119,190
48,Idaho,NaN,150,45,62,91
49,Montana,NaN,69,22,32,50
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,258,108,128,160
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
