,State,585,591,598,605,612,619,626
0,Washington,NaN,42444,56032,65815,76537,87697,96067
1,Illinois,NaN,23161,32774,48773,66309,75739,78656
2,California,NaN,91839,111402,149128,199926,250958,287563
3,Arizona,NaN,46299,53868,58000,63206,69071,73510
4,Massachusetts,NaN,13344,16265,19429,23967,29780,35707
5,Wisconsin,NaN,18630,20377,22440,24198,27219,31092
6,Texas,NaN,127092,142277,146991,147882,147616,146967
7,Nebraska,NaN,5937,6939,7843,8819,9834,10727
8,Utah,NaN,12026,13640,14920,15741,16052,15968
9,Oregon,NaN,13601,15323,17253,19802,22616,25101
10,Florida,NaN,154649,160572,154201,148590,144796,141561
11,New York,NaN,74621,100114,128443,159683,190757,215772
12,Rhode Island,NaN,2446,2455,2724,3284,4014,4677
13,Georgia,NaN,98126,113976,126669,134129,135255,129405
14,New Hampshire,NaN,3709,4957,6150,7583,8985,10025
15,North Carolina,NaN,63170,67754,68694,69541,69681,68143
16,New Jersey,NaN,19247,24740,29425,35616,43478,50583
17,Colorado,NaN,13641,15523,17215,19133,21168,23013
18,Maryland,NaN,11138,14764,17239,20268,24001,27817
19,Nevada,NaN,10082,10496,10666,11089,11740,12211
20,Tennessee,NaN,37035,40501,41771,42243,42053,41071
21,Hawaii,NaN,6847,8437,9806,11190,12205,12594
22,Indiana,NaN,45965,53430,57149,61258,65310,67438
23,Kentucky,NaN,42066,49038,53379,53998,50903,44833
24,Minnesota,NaN,13135,16372,20003,23705,27128,29917
25,Oklahoma,NaN,20662,22073,22642,23025,23162,22823
26,Pennsylvania,NaN,40588,60452,88473,120319,149010,168009
27,South Carolina,NaN,38834,43986,46445,48246,48900,47694
28,District of Columbia,NaN,2118,2617,3134,3776,4549,4980
29,Kansas,NaN,13898,14296,14374,14466,14353,13844
30,Missouri,NaN,20074,20158,19486,18838,18249,17592
31,Vermont,NaN,1464,2098,2800,3644,4588,5458
32,Virginia,NaN,34753,41901,47039,51954,56072,59354
33,Connecticut,NaN,6246,8153,10936,14674,18601,21566
34,Iowa,NaN,7295,8072,8114,8287,8585,8893
35,Louisiana,NaN,26880,25510,25880,26266,25497,23507
36,Ohio,NaN,47961,63478,78635,97238,115322,126825
37,Michigan,NaN,31025,45372,62103,82278,102428,116752
38,South Dakota,NaN,2574,3537,4622,5862,7134,8204
39,Arkansas,NaN,22141,21940,22162,21999,21090,19537
40,Delaware,NaN,3187,3947,4634,4969,5049,5206
41,Mississippi,NaN,15339,13478,11742,10411,9387,8531
42,New Mexico,NaN,6643,7432,9422,11212,12587,14183
43,North Dakota,NaN,3867,4604,5101,5434,5591,5557
44,Wyoming,NaN,4412,4588,4943,5356,5653,5676
45,Alaska,NaN,4162,5111,6291,7642,9006,10120
46,Maine,NaN,3150,4377,5704,7402,9320,10958
47,Alabama,NaN,34117,35315,36681,37447,36480,33639
48,Idaho,NaN,9199,11175,13182,15177,17019,18202
49,Montana,NaN,6692,8086,9742,11183,11957,11939
50,Puerto Rico,NaN,8305,9369,10011,10895,12027,13179
51,Virgin Islands,NaN,163,163,150,142,141,142
52,Guam,NaN,809,867,830,789,760,733
53,West Virginia,NaN,13826,17805,19303,19914,20185,20188
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
