,State,431,437,444,451,458,465,472
0,Washington,361115,2981,3120,3289,3455,3587,3674
1,Illinois,1237732,9670,9645,9570,9435,9242,9002
2,California,3660713,29935,30399,31252,32065,32702,33168
3,Arizona,839888,4491,4447,4684,5042,5336,5446
4,Massachusetts,629531,NaN,NaN,NaN,NaN,NaN,NaN
5,Wisconsin,634133,3458,3098,3034,3146,3322,3522
6,Texas,2782735,21712,21446,22649,24817,27113,28709
7,Nebraska,208424,1692,1671,1645,1609,1563,1505
8,Utah,384562,1539,1475,1467,1495,1541,1585
9,Oregon,163952,1638,1934,2330,2740,3057,3255
10,Florida,2044005,17537,15685,14050,12603,11321,10183
11,New York,1850732,21897,19794,19436,20306,21871,23615
12,Rhode Island,135775,1003,888,843,843,873,915
13,Georgia,1055256,7133,6347,5666,5073,4553,4097
14,New Hampshire,83027,767,696,634,580,532,489
15,North Carolina,905528,7965,8440,9118,9830,10430,10791
16,New Jersey,896652,NaN,NaN,NaN,NaN,NaN,NaN
17,Colorado,458554,4918,5092,5206,5241,5202,5110
18,Maryland,408044,2745,2743,2950,3352,3927,4622
19,Nevada,303061,1628,1606,1725,1983,2372,2841
20,Tennessee,806792,4477,4051,3658,3295,2961,2656
21,Hawaii,30479,531,661,806,925,1018,1098
22,Indiana,684020,3728,3791,3966,4202,4440,4643
23,Kentucky,425024,3276,2931,2626,2355,2115,1903
24,Minnesota,515058,3479,3406,3554,3845,4201,4568
25,Oklahoma,436971,2388,2212,2193,2291,2469,2680
26,Pennsylvania,1013731,10472,11207,12242,13278,14070,14507
27,South Carolina,549199,4708,4807,5083,5398,5618,5715
28,District of Columbia,44175,418,403,391,380,369,359
29,Kansas,302988,1441,1281,1143,1024,921,831
30,Missouri,580080,5901,5682,5460,5233,5000,4761
31,Vermont,18820,335,310,289,269,251,234
32,Virginia,615366,5879,6375,7130,7943,8672,9238
33,Connecticut,305210,2539,2345,2346,2505,2802,3206
34,Iowa,349714,2413,2502,2567,2595,2589,2558
35,Louisiana,443069,2621,2557,2573,2654,2780,2924
36,Ohio,1011622,7731,8527,9723,11024,12063,12687
37,Michigan,723700,NaN,NaN,NaN,NaN,NaN,NaN
38,South Dakota,117244,447,407,371,340,311,286
39,Arkansas,329929,1925,2024,2171,2304,2395,2442
40,Delaware,94062,914,904,904,908,914,917
41,Mississippi,304616,1585,1634,1773,1971,2178,2344
42,New Mexico,191048,1260,1398,1572,1763,1951,2109
43,North Dakota,102583,566,557,543,523,498,469
44,Wyoming,56046,256,246,251,268,290,312
45,Alaska,62264,382,378,379,382,387,391
46,Maine,49850,638,616,596,576,554,530
47,Alabama,514391,2881,3032,3369,3733,4002,4147
48,Idaho,179428,1437,1460,1484,1506,1516,1507
49,Montana,104128,677,702,729,750,757,749
50,Puerto Rico,106488,1268,1241,1205,1161,1113,1067
51,Virgin Islands,2907,36,36,37,41,46,54
52,Guam,7800,33,37,41,48,57,69
53,West Virginia,140613,NaN,NaN,NaN,NaN,NaN,NaN
54,Northern Mariana Islands,159,6,6,6,6,6,6
55,American Samoa,0,0,0,0,0,0,0
