,State,557,563,570,577,584,591
0,Washington,NaN,4486,4639,4551,4534,4542
1,Illinois,NaN,4905,5555,6003,6400,6687
2,California,NaN,25465,28152,28280,28797,29098
3,Arizona,NaN,10121,10367,10029,9697,9323
4,Massachusetts,NaN,1047,1116,1145,1209,1312
5,Wisconsin,NaN,2456,2488,2464,2442,2406
6,Texas,NaN,21028,19522,16850,14613,12686
7,Nebraska,NaN,NaN,NaN,NaN,NaN,NaN
8,Utah,NaN,3921,3793,3773,3768,3688
9,Oregon,NaN,2837,3253,3572,3977,4359
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,8774,10756,13326,16342,19452
12,Rhode Island,NaN,210,204,186,175,168
13,Georgia,NaN,19735,22498,22710,22872,22773
14,New Hampshire,NaN,173,192,206,221,236
15,North Carolina,NaN,11740,12292,12348,12161,11681
16,New Jersey,NaN,1843,2021,2240,2496,2734
17,Colorado,NaN,5673,4645,4020,3574,3251
18,Maryland,NaN,1866,2192,2414,2593,2693
19,Nevada,NaN,12056,12863,12367,11582,10416
20,Tennessee,NaN,5534,5672,5380,5100,4797
21,Hawaii,NaN,1245,1610,1816,2030,2218
22,Indiana,NaN,7814,8648,9396,10232,11010
23,Kentucky,NaN,8858,10976,12584,13990,14870
24,Minnesota,NaN,1018,1036,1011,1015,1039
25,Oklahoma,NaN,6920,6944,6635,6394,6192
26,Pennsylvania,NaN,1262,1410,1634,1915,2262
27,South Carolina,NaN,6644,7017,7438,7720,7758
28,District of Columbia,NaN,243,272,297,321,337
29,Kansas,NaN,5447,5178,4724,4245,3778
30,Missouri,NaN,14278,12700,11249,10196,9365
31,Vermont,NaN,NaN,NaN,NaN,NaN,NaN
32,Virginia,NaN,3811,4488,4926,5374,5718
33,Connecticut,NaN,1160,1295,1411,1572,1759
34,Iowa,NaN,674,610,543,482,427
35,Louisiana,NaN,NaN,NaN,NaN,NaN,NaN
36,Ohio,NaN,4398,5605,7241,9222,11193
37,Michigan,NaN,1710,2162,2601,3232,4075
38,South Dakota,NaN,89,99,114,128,141
39,Arkansas,NaN,12403,12206,11270,10150,8891
40,Delaware,NaN,354,369,375,384,392
41,Mississippi,NaN,10315,7845,5727,4234,3168
42,New Mexico,NaN,777,836,877,928,975
43,North Dakota,NaN,303,335,354,367,373
44,Wyoming,NaN,4171,3606,3203,2854,2528
45,Alaska,NaN,865,1008,1054,1117,1189
46,Maine,NaN,241,257,270,290,313
47,Alabama,NaN,13416,13348,12405,11435,10389
48,Idaho,NaN,2306,2495,2523,2578,2639
49,Montana,NaN,898,993,1090,1194,1285
50,Puerto Rico,NaN,3131,3629,3832,3948,3993
51,Virgin Islands,NaN,148,146,123,102,83
52,Guam,NaN,139,172,206,236,262
53,West Virginia,NaN,1136,1285,1437,1630,1841
54,Northern Mariana Islands,NaN,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
