,State,536,542,549,556,563,570,577
0,Washington,NaN,1502,1402,1391,1416,1400,1322
1,Illinois,NaN,1173,1154,1216,1318,1398,1464
2,California,NaN,1567,1381,1429,1678,1950,2043
3,Arizona,NaN,4251,3682,3408,3287,3184,3025
4,Massachusetts,NaN,198,160,142,137,137,133
5,Wisconsin,NaN,918,790,709,653,620,605
6,Texas,NaN,4126,3497,3213,3161,3079,2821
7,Nebraska,NaN,185,158,147,145,146,148
8,Utah,NaN,1824,1892,2063,2323,2645,2983
9,Oregon,NaN,615,598,644,742,911,1184
10,Florida,NaN,4055,3134,2556,2182,1813,1403
11,New York,NaN,1457,1531,1748,2044,2375,2853
12,Rhode Island,NaN,54,49,48,51,54,56
13,Georgia,NaN,3778,4050,4646,5604,6531,6924
14,New Hampshire,NaN,65,54,48,44,42,40
15,North Carolina,NaN,2657,2774,3048,3425,3849,4323
16,New Jersey,NaN,267,270,298,340,413,531
17,Colorado,NaN,1153,1145,1262,1493,1876,2474
18,Maryland,NaN,433,442,483,544,606,638
19,Nevada,NaN,3505,4136,5019,5727,5970,6008
20,Tennessee,NaN,2881,2977,3150,3350,3440,3432
21,Hawaii,NaN,178,211,274,365,441,472
22,Indiana,NaN,2602,2474,2518,2690,2928,3224
23,Kentucky,NaN,1484,1579,1807,2152,2567,3049
24,Minnesota,NaN,581,512,520,613,705,669
25,Oklahoma,NaN,1609,1543,1579,1703,1778,1754
26,Pennsylvania,NaN,994,1050,1223,1507,1871,2239
27,South Carolina,NaN,1124,1092,1129,1222,1396,1717
28,District of Columbia,NaN,17,15,15,16,18,21
29,Kansas,NaN,1350,1265,1265,1321,1336,1268
30,Missouri,NaN,9730,11405,13794,16788,19951,22676
31,Vermont,NaN,7,6,5,4,4,3
32,Virginia,NaN,1021,1098,1231,1389,1555,1782
33,Connecticut,NaN,218,227,252,288,337,400
34,Iowa,NaN,536,466,432,424,441,467
35,Louisiana,NaN,6273,7329,8741,10350,11563,11823
36,Ohio,NaN,3038,3766,5148,7157,8849,9290
37,Michigan,NaN,819,845,1101,1698,2572,3418
38,South Dakota,NaN,52,44,39,37,36,36
39,Arkansas,NaN,5365,5699,6354,7136,7523,7355
40,Delaware,NaN,75,63,57,54,52,47
41,Mississippi,NaN,2008,2000,2115,2357,2566,2600
42,New Mexico,NaN,463,495,560,645,728,784
43,North Dakota,NaN,153,135,126,123,120,115
44,Wyoming,NaN,863,824,840,899,953,968
45,Alaska,NaN,198,184,182,187,189,184
46,Maine,NaN,62,51,44,40,37,35
47,Alabama,NaN,3941,4655,5462,6163,6472,6164
48,Idaho,NaN,798,782,820,903,949,904
49,Montana,NaN,404,397,411,435,441,420
50,Puerto Rico,NaN,595,732,992,1430,1961,2482
51,Virgin Islands,NaN,114,129,150,177,193,193
52,Guam,NaN,91,114,153,209,277,344
53,West Virginia,NaN,450,457,492,548,616,699
54,Northern Mariana Islands,NaN,1,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
