,State,774,780,787,794,801,808,815
0,Washington,NaN,3406,1657,949,527,283,148
1,Illinois,NaN,1582,783,406,227,124,66
2,California,NaN,16939,8681,4600,2211,1067,488
3,Arizona,NaN,327,117,42,17,8,4
4,Massachusetts,NaN,153,63,27,14,8,4
5,Wisconsin,NaN,1642,780,398,217,125,75
6,Texas,NaN,337,94,27,10,5,3
7,Nebraska,NaN,1738,908,520,302,160,94
8,Utah,NaN,276,108,47,22,12,6
9,Oregon,NaN,2021,1048,512,260,149,101
10,Florida,NaN,731,244,77,33,17,11
11,New York,NaN,104,44,23,16,11,6
12,Rhode Island,NaN,176,88,44,20,11,5
13,Georgia,NaN,172,56,22,12,7,4
14,New Hampshire,NaN,451,189,110,61,40,26
15,North Carolina,NaN,2960,1512,707,313,166,93
16,New Jersey,NaN,725,400,248,154,111,69
17,Colorado,NaN,613,281,148,74,40,19
18,Maryland,NaN,320,158,86,47,32,22
19,Nevada,NaN,320,132,62,29,15,7
20,Tennessee,NaN,8456,4813,2482,1399,798,442
21,Hawaii,NaN,275,131,55,25,11,7
22,Indiana,NaN,1916,1069,562,311,193,115
23,Kentucky,NaN,4240,2281,1312,738,452,274
24,Minnesota,NaN,2566,1406,722,365,216,116
25,Oklahoma,NaN,1998,873,350,150,64,32
26,Pennsylvania,NaN,857,403,203,97,58,30
27,South Carolina,NaN,1048,602,389,216,119,72
28,District of Columbia,NaN,5,2,1,0,0,0
29,Kansas,NaN,551,235,98,42,21,13
30,Missouri,NaN,547,155,52,22,11,8
31,Vermont,NaN,1048,515,259,140,72,41
32,Virginia,NaN,871,339,172,90,54,33
33,Connecticut,NaN,157,72,43,27,12,7
34,Iowa,NaN,1505,732,342,184,104,65
35,Louisiana,NaN,289,149,72,39,25,14
36,Ohio,NaN,2550,1376,840,502,339,217
37,Michigan,NaN,1907,1065,592,316,175,80
38,South Dakota,NaN,134,59,28,13,7,4
39,Arkansas,NaN,2157,979,450,234,118,79
40,Delaware,NaN,210,127,78,46,31,21
41,Mississippi,NaN,1158,679,389,197,117,82
42,New Mexico,NaN,655,331,171,67,36,17
43,North Dakota,NaN,164,67,29,14,7,3
44,Wyoming,NaN,193,96,45,20,9,5
45,Alaska,NaN,474,180,71,26,10,5
46,Maine,NaN,6637,4525,2977,2251,1508,1173
47,Alabama,NaN,1056,606,313,166,102,74
48,Idaho,NaN,2339,1160,573,271,145,69
49,Montana,NaN,722,268,100,42,17,9
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1948,1151,644,402,255,200
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
