,State,781,787,794,801,808,815,822
0,Washington,NaN,1445,769,402,199,116,69
1,Illinois,NaN,994,496,259,146,78,45
2,California,NaN,8105,3838,1849,884,448,237
3,Arizona,NaN,202,76,30,13,6,3
4,Massachusetts,NaN,118,51,24,13,7,4
5,Wisconsin,NaN,744,379,194,117,68,41
6,Texas,NaN,188,59,21,10,5,3
7,Nebraska,NaN,1694,965,565,346,199,118
8,Utah,NaN,112,43,18,8,4,2
9,Oregon,NaN,932,454,253,139,88,59
10,Florida,NaN,268,107,39,18,13,8
11,New York,NaN,48,27,14,8,5,3
12,Rhode Island,NaN,60,33,16,8,4,2
13,Georgia,NaN,83,32,14,7,4,3
14,New Hampshire,NaN,208,109,63,41,26,17
15,North Carolina,NaN,1468,738,419,211,121,71
16,New Jersey,NaN,437,251,154,113,69,39
17,Colorado,NaN,384,195,97,54,27,12
18,Maryland,NaN,123,66,41,27,19,13
19,Nevada,NaN,156,75,34,16,7,4
20,Tennessee,NaN,2108,1042,551,284,160,103
21,Hawaii,NaN,159,65,30,13,8,4
22,Indiana,NaN,1025,567,332,191,121,76
23,Kentucky,NaN,2634,1462,792,503,344,229
24,Minnesota,NaN,1152,624,342,187,95,51
25,Oklahoma,NaN,298,115,44,20,11,6
26,Pennsylvania,NaN,421,245,127,66,40,24
27,South Carolina,NaN,641,351,181,100,62,40
28,District of Columbia,NaN,3,1,1,0,0,0
29,Kansas,NaN,262,126,59,29,20,13
30,Missouri,NaN,193,62,27,13,9,6
31,Vermont,NaN,145,85,42,22,13,8
32,Virginia,NaN,539,244,131,72,46,28
33,Connecticut,NaN,91,43,26,15,8,5
34,Iowa,NaN,500,236,124,73,41,26
35,Louisiana,NaN,208,109,57,35,19,11
36,Ohio,NaN,1413,896,538,351,231,155
37,Michigan,NaN,1319,813,466,278,150,75
38,South Dakota,NaN,66,30,15,8,5,3
39,Arkansas,NaN,779,350,180,105,60,42
40,Delaware,NaN,104,66,42,31,20,14
41,Mississippi,NaN,698,351,200,126,87,56
42,New Mexico,NaN,355,171,91,47,26,16
43,North Dakota,NaN,69,30,14,7,3,2
44,Wyoming,NaN,84,36,15,8,5,3
45,Alaska,NaN,168,67,27,12,7,4
46,Maine,NaN,5505,3886,2544,1784,1347,1050
47,Alabama,NaN,706,385,214,124,78,56
48,Idaho,NaN,1478,736,413,228,116,63
49,Montana,NaN,322,142,61,25,14,8
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1150,716,480,315,241,188
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
