,State,613,619,626,633,640,647,654
0,Washington,NaN,19181,20790,23702,28830,31526,27937
1,Illinois,NaN,27079,33615,43246,52896,56507,53713
2,California,NaN,68655,77352,87875,99093,107686,111180
3,Arizona,NaN,24301,25356,24936,24663,24624,24157
4,Massachusetts,NaN,8325,10117,10364,10403,11173,12318
5,Wisconsin,NaN,31202,38225,47114,57003,61444,58653
6,Texas,NaN,64222,56456,49234,43912,40393,37723
7,Nebraska,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Utah,NaN,22646,25311,25700,24635,23317,22069
9,Oregon,NaN,11919,13322,14649,16834,19746,21422
10,Florida,NaN,85876,76296,63540,52208,44006,37933
11,New York,NaN,103649,115145,120853,127038,131233,128886
12,Rhode Island,NaN,1587,1548,1472,1473,1528,1620
13,Georgia,NaN,52262,50673,47602,43587,39162,34788
14,New Hampshire,NaN,5273,6028,6589,7127,7613,7921
15,North Carolina,NaN,64733,60363,52922,46737,42731,39916
16,New Jersey,NaN,14566,18133,21896,25494,28606,30993
17,Colorado,NaN,33217,41910,47885,51589,53625,53419
18,Maryland,NaN,11441,13130,15916,19629,23198,25190
19,Nevada,NaN,5939,5572,5178,4976,4899,4809
20,Tennessee,NaN,34209,31092,27667,24876,22829,21105
21,Hawaii,NaN,5513,6385,6876,7308,7642,7648
22,Indiana,NaN,30755,29924,28071,26770,26007,25071
23,Kentucky,NaN,29127,28374,27884,27635,27232,26322
24,Minnesota,NaN,19637,22439,26956,31967,36395,39884
25,Oklahoma,NaN,14500,14773,15653,16697,17473,17697
26,Pennsylvania,NaN,35168,34259,31346,29718,29720,30664
27,South Carolina,NaN,24365,23229,20673,17716,15128,13016
28,District of Columbia,NaN,1942,2107,2292,2526,2738,2806
29,Kansas,NaN,16223,16797,16792,16353,15576,14497
30,Missouri,NaN,27069,27438,28685,29077,27506,24630
31,Vermont,NaN,2289,2604,2730,2812,2918,3016
32,Virginia,NaN,35944,38952,42335,45005,45701,44386
33,Connecticut,NaN,5927,7153,8515,10169,12183,14102
34,Iowa,NaN,17501,18030,19459,20836,21477,21456
35,Louisiana,NaN,6690,5785,4575,3492,2695,2111
36,Ohio,NaN,58820,61353,61288,59205,56537,53818
37,Michigan,NaN,34234,42192,49727,55695,57255,54357
38,South Dakota,NaN,4451,5181,5462,5514,5527,5491
39,Arkansas,NaN,6455,6202,5522,4702,3986,3389
40,Delaware,NaN,3447,3628,3757,3974,4234,4363
41,Mississippi,NaN,6150,5352,4729,4274,3934,3645
42,New Mexico,NaN,4953,4695,4477,4575,4779,4856
43,North Dakota,NaN,3028,3187,3511,3949,4369,4686
44,Wyoming,NaN,3672,4286,4799,5245,5483,5382
45,Alaska,NaN,9824,13407,16822,19842,22046,22926
46,Maine,NaN,5982,6813,8455,10552,12712,14686
47,Alabama,NaN,22311,22157,20812,19243,17808,16443
48,Idaho,NaN,11014,12051,12622,12913,12940,12535
49,Montana,NaN,7702,8052,7969,7631,7162,6537
50,Puerto Rico,NaN,2574,2571,2853,3322,3896,4516
51,Virgin Islands,NaN,142,136,127,121,121,124
52,Guam,NaN,371,295,229,189,172,165
53,West Virginia,NaN,11566,11646,11507,11261,10865,10190
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
