,State,572,577,584,591,598,605,612
0,Washington,NaN,21867,38207,56054,72989,81204,84612
1,Illinois,NaN,9868,15219,22133,30422,39818,55362
2,California,NaN,79058,124373,184296,237952,243452,232986
3,Arizona,NaN,27376,38670,46473,51873,51559,50740
4,Massachusetts,NaN,8222,12739,17186,22154,26818,31614
5,Wisconsin,NaN,13981,19370,22854,26009,28907,31925
6,Texas,NaN,79659,107521,124580,138998,142469,145623
7,Nebraska,NaN,2020,2819,3406,4023,4531,5201
8,Utah,NaN,9428,12555,14076,15480,17847,20226
9,Oregon,NaN,13291,23123,33005,41647,47183,52571
10,Florida,NaN,130934,164266,177202,183982,171459,159950
11,New York,NaN,39122,68408,99504,129695,156210,182771
12,Rhode Island,NaN,2269,3234,3886,4435,4775,5150
13,Georgia,NaN,56364,79812,95203,105989,111700,115142
14,New Hampshire,NaN,1644,2823,4115,5561,6564,7390
15,North Carolina,NaN,44106,64299,79753,91478,92695,92435
16,New Jersey,NaN,14015,19507,26191,35354,42555,48986
17,Colorado,NaN,9121,11488,12645,13666,13776,14042
18,Maryland,NaN,7185,11867,17764,24950,29625,34665
19,Nevada,NaN,9636,13570,16607,18545,18168,17131
20,Tennessee,NaN,18500,23968,26185,27625,28118,28602
21,Hawaii,NaN,6221,11018,16503,21636,23027,23661
22,Indiana,NaN,24849,36539,45744,54139,58433,61527
23,Kentucky,NaN,29664,43518,53164,60890,64779,64451
24,Minnesota,NaN,6686,9894,12811,16046,18671,21190
25,Oklahoma,NaN,17515,21768,23139,24189,24225,24188
26,Pennsylvania,NaN,15149,27225,41308,57772,73947,91468
27,South Carolina,NaN,24483,34494,40261,44326,45605,45919
28,District of Columbia,NaN,1076,1510,2023,2689,3126,3463
29,Kansas,NaN,9931,12511,13350,13585,12753,12055
30,Missouri,NaN,22405,25659,25035,24112,22460,21307
31,Vermont,NaN,546,1004,1586,2324,3013,3851
32,Virginia,NaN,16818,26894,37676,49055,53504,55337
33,Connecticut,NaN,4029,5392,6918,9261,11949,15378
34,Iowa,NaN,3634,4741,5379,5969,6027,6134
35,Louisiana,NaN,35442,40702,40252,37563,32770,28838
36,Ohio,NaN,24324,44131,65733,86853,102273,115129
37,Michigan,NaN,8908,16466,27639,43453,56980,68818
38,South Dakota,NaN,617,1014,1471,2070,2605,3179
39,Arkansas,NaN,18320,22467,23338,23443,22455,21324
40,Delaware,NaN,1523,2199,2786,3481,4062,4711
41,Mississippi,NaN,13983,13903,11742,9893,8180,6978
42,New Mexico,NaN,3600,6394,9806,13449,15896,17855
43,North Dakota,NaN,1562,2225,2738,3268,3667,4020
44,Wyoming,NaN,3680,4722,5099,5364,5576,5823
45,Alaska,NaN,2568,3939,5107,6234,7105,8097
46,Maine,NaN,1446,2387,3518,4915,6016,7193
47,Alabama,NaN,31604,38077,37741,36019,33527,31407
48,Idaho,NaN,6658,9796,12345,14772,16451,17623
49,Montana,NaN,4441,10032,25542,42186,51007,47447
50,Puerto Rico,NaN,6773,10368,12733,13235,12492,12544
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,530,781,921,1000,981,948
53,West Virginia,NaN,5114,7845,9924,11652,12840,14041
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
