,State,515,521,528,535,542,549
0,Washington,447203,1262,921,671,427,260
1,Illinois,1388634,1309,746,438,252,146
2,California,3808258,2870,2149,1582,1015,623
3,Arizona,889727,5095,4400,3711,2529,1644
4,Massachusetts,709395,372,220,133,75,41
5,Wisconsin,676673,1351,1011,743,472,285
6,Texas,2985659,5834,4442,3323,2175,1372
7,Nebraska,223986,260,171,112,71,45
8,Utah,411610,1396,1085,828,562,370
9,Oregon,206777,753,478,312,187,110
10,Florida,2354416,4377,2987,1969,1116,604
11,New York,2111845,1468,1073,788,531,359
12,Rhode Island,152383,95,54,30,16,8
13,Georgia,1131048,1905,1651,1443,1116,846
14,New Hampshire,99254,69,41,24,13,6
15,North Carolina,1010113,3361,2681,2121,1567,1139
16,New Jersey,1021182,472,368,309,269,239
17,Colorado,553868,1131,762,531,382,295
18,Maryland,461739,583,450,356,262,187
19,Nevada,328875,753,565,445,353,289
20,Tennessee,866027,1990,1710,1451,1071,773
21,Hawaii,37353,193,139,98,66,42
22,Indiana,751242,3449,2777,2184,1553,1082
23,Kentucky,463337,857,636,505,393,317
24,Minnesota,604509,982,688,486,314,198
25,Oklahoma,455535,1071,879,709,515,362
26,Pennsylvania,1214895,939,564,342,197,113
27,South Carolina,595448,1253,1000,791,552,377
28,District of Columbia,49243,20,12,7,4,2
29,Kansas,317610,1155,914,733,559,426
30,Missouri,617498,1363,1306,1278,1261,1267
31,Vermont,24360,19,13,9,6,3
32,Virginia,678649,961,755,591,425,297
33,Connecticut,348665,213,155,122,95,76
34,Iowa,373098,558,396,278,189,127
35,Louisiana,477453,2358,2478,2610,2336,1988
36,Ohio,1108902,1721,1452,1255,984,765
37,Michigan,998149,1616,1199,922,696,526
38,South Dakota,124393,62,38,23,14,8
39,Arkansas,345605,1719,1440,1184,902,695
40,Delaware,109548,109,77,55,35,22
41,Mississippi,319948,1304,1153,999,755,549
42,New Mexico,204698,239,181,137,94,63
43,North Dakota,110567,217,160,118,78,50
44,Wyoming,61490,594,529,471,386,318
45,Alaska,70875,159,120,90,60,39
46,Maine,68826,90,54,33,19,12
47,Alabama,548657,2505,2355,2279,1930,1541
48,Idaho,194006,713,605,509,362,245
49,Montana,113167,394,310,240,174,126
50,Puerto Rico,139753,600,616,661,685,721
51,Virgin Islands,3752,72,67,61,51,42
52,Guam,8267,26,21,17,13,10
53,West Virginia,163382,459,384,337,271,217
54,Northern Mariana Islands,183,1,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
