,State,760,766,773,780,787,794,801
0,Washington,NaN,17962,10597,5765,2738,1563,705
1,Illinois,NaN,4404,2012,1045,588,318,182
2,California,NaN,78431,40764,21475,10944,5555,2331
3,Arizona,NaN,1280,354,114,36,16,8
4,Massachusetts,NaN,538,182,70,29,14,8
5,Wisconsin,NaN,7166,3993,2322,1106,542,330
6,Texas,NaN,1950,516,143,41,15,8
7,Nebraska,NaN,2857,1546,908,519,228,123
8,Utah,NaN,1108,442,197,78,37,16
9,Oregon,NaN,7053,3772,2078,979,462,248
10,Florida,NaN,3273,1110,468,173,69,36
11,New York,NaN,1289,495,244,137,79,50
12,Rhode Island,NaN,674,276,124,59,28,15
13,Georgia,NaN,726,223,78,35,18,10
14,New Hampshire,NaN,721,313,155,77,41,21
15,North Carolina,NaN,10483,4548,2009,934,418,225
16,New Jersey,NaN,3040,1433,798,481,324,233
17,Colorado,NaN,2473,891,385,189,96,43
18,Maryland,NaN,751,387,197,102,64,50
19,Nevada,NaN,1605,567,231,109,52,26
20,Tennessee,NaN,36633,19330,10281,5063,2662,1254
21,Hawaii,NaN,1308,663,330,159,66,33
22,Indiana,NaN,8704,4553,2713,1513,865,404
23,Kentucky,NaN,10020,5028,2742,1618,860,508
24,Minnesota,NaN,12144,5959,2973,1381,672,338
25,Oklahoma,NaN,8826,3682,1537,617,244,101
26,Pennsylvania,NaN,2843,1231,610,302,187,100
27,South Carolina,NaN,4899,1880,822,460,261,135
28,District of Columbia,NaN,27,12,5,3,1,1
29,Kansas,NaN,2111,921,347,129,54,23
30,Missouri,NaN,1527,554,211,68,28,15
31,Vermont,NaN,234,105,43,21,10,5
32,Virginia,NaN,1493,560,234,114,66,35
33,Connecticut,NaN,476,193,85,45,26,15
34,Iowa,NaN,4735,2283,1030,531,258,118
35,Louisiana,NaN,1601,614,309,166,85,47
36,Ohio,NaN,10641,6269,4037,2791,2043,1193
37,Michigan,NaN,5720,2507,1235,694,406,222
38,South Dakota,NaN,513,219,94,42,19,9
39,Arkansas,NaN,6013,3064,1711,886,332,148
40,Delaware,NaN,617,326,187,114,71,48
41,Mississippi,NaN,4545,2385,1279,619,350,198
42,New Mexico,NaN,1937,799,351,143,67,30
43,North Dakota,NaN,915,382,179,76,40,16
44,Wyoming,NaN,1070,498,222,106,41,18
45,Alaska,NaN,1471,612,255,94,31,11
46,Maine,NaN,5406,3970,3108,2083,1152,704
47,Alabama,NaN,5292,2221,1051,464,232,121
48,Idaho,NaN,4576,2326,1221,587,236,110
49,Montana,NaN,1655,677,256,76,23,7
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,5610,3323,2050,1200,664,404
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
