,State,543,549,556,563,570,577,584
0,Washington,NaN,2697,3157,3999,4685,4925,5391
1,Illinois,NaN,2318,2863,3669,4539,5190,5829
2,California,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Arizona,NaN,9867,11159,12734,13522,13208,12998
4,Massachusetts,NaN,426,389,363,349,362,413
5,Wisconsin,NaN,1715,1870,2044,2159,2164,2160
6,Texas,NaN,14293,14751,15249,15121,14246,13626
7,Nebraska,NaN,651,610,586,570,558,551
8,Utah,NaN,5016,4853,4696,4520,4352,4130
9,Oregon,NaN,1081,1109,1239,1368,1415,1480
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,5451,7225,9371,11200,12341,12835
12,Rhode Island,NaN,172,167,164,155,142,133
13,Georgia,NaN,6089,7541,9674,11426,12002,12688
14,New Hampshire,NaN,104,109,117,123,126,132
15,North Carolina,NaN,5244,5554,5891,6181,6382,6553
16,New Jersey,NaN,1557,1752,2021,2426,3009,3608
17,Colorado,NaN,13115,18353,15813,13755,11962,10275
18,Maryland,NaN,591,625,702,778,824,882
19,Nevada,NaN,8793,10751,12435,12859,12044,10885
20,Tennessee,NaN,2339,2562,2736,2782,2640,2500
21,Hawaii,NaN,190,166,174,198,224,255
22,Indiana,NaN,8810,10584,12379,13469,13658,13739
23,Kentucky,NaN,2588,3667,5196,6764,8013,9154
24,Minnesota,NaN,802,838,923,998,1033,1096
25,Oklahoma,NaN,5327,5560,5813,5864,5679,5589
26,Pennsylvania,NaN,1032,1172,1444,1851,2352,2904
27,South Carolina,NaN,3154,3699,4436,4997,5090,5136
28,District of Columbia,NaN,83,100,127,148,153,157
29,Kansas,NaN,4433,4327,4266,4088,3745,3382
30,Missouri,NaN,14635,13380,12388,11142,9537,8112
31,Vermont,NaN,14,14,15,16,16,17
32,Virginia,NaN,1349,1536,1808,2071,2248,2443
33,Connecticut,NaN,667,873,1161,1304,1193,1125
34,Iowa,NaN,1122,1038,971,894,791,702
35,Louisiana,NaN,10173,11015,11790,11754,10749,9779
36,Ohio,NaN,2318,3039,4426,6421,8696,11509
37,Michigan,NaN,1556,2024,3007,4620,6842,9731
38,South Dakota,NaN,86,104,131,150,169,188
39,Arkansas,NaN,9900,9995,9832,9437,8962,8559
40,Delaware,NaN,159,156,158,163,170,180
41,Mississippi,NaN,16133,21701,16919,12625,8882,6483
42,New Mexico,NaN,304,327,377,444,538,691
43,North Dakota,NaN,321,339,365,383,386,390
44,Wyoming,NaN,2895,8609,12015,8841,6548,4962
45,Alaska,NaN,392,495,635,742,763,803
46,Maine,NaN,119,118,122,124,122,125
47,Alabama,NaN,6226,7893,9519,10174,9688,9105
48,Idaho,NaN,2122,2526,3041,3435,3611,3795
49,Montana,NaN,956,1054,1187,1308,1364,1399
50,Puerto Rico,NaN,1095,1566,2463,3211,3220,3061
51,Virgin Islands,NaN,66,69,74,71,60,49
52,Guam,NaN,152,210,291,346,342,337
53,West Virginia,NaN,836,995,1192,1364,1478,1565
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
