,State,550,556,563,570,577,584,591
0,Washington,NaN,4272,5036,5655,5524,5282,4982
1,Illinois,NaN,3766,4655,5795,7218,8715,9763
2,California,NaN,10388,12012,13011,12619,12334,12103
3,Arizona,NaN,9331,9440,9031,7962,7013,6153
4,Massachusetts,NaN,554,561,563,559,571,595
5,Wisconsin,NaN,1249,1231,1212,1181,1160,1142
6,Texas,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Nebraska,NaN,261,264,263,245,231,219
8,Utah,NaN,3510,3495,3435,3364,3302,3209
9,Oregon,NaN,1678,1895,2149,2358,2686,3081
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,4508,5550,6864,8315,9919,11510
12,Rhode Island,NaN,149,146,139,126,116,109
13,Georgia,NaN,9463,11101,12588,13518,14528,15445
14,New Hampshire,NaN,106,114,122,128,138,149
15,North Carolina,NaN,7868,8390,8654,8670,8624,8330
16,New Jersey,NaN,924,966,1028,1108,1219,1329
17,Colorado,NaN,8406,6587,5359,4577,3946,3428
18,Maryland,NaN,957,1058,1151,1195,1258,1328
19,Nevada,NaN,10126,11548,11979,11442,10877,10125
20,Tennessee,NaN,2923,3096,3110,2887,2672,2453
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,6316,6994,7529,7849,8288,8737
23,Kentucky,NaN,5077,6157,7299,8612,9919,10676
24,Minnesota,NaN,650,735,824,881,942,981
25,Oklahoma,NaN,5532,5841,5865,5534,5265,5012
26,Pennsylvania,NaN,865,937,1047,1197,1401,1656
27,South Carolina,NaN,3581,3594,3710,3977,4310,4658
28,District of Columbia,NaN,110,117,125,135,144,153
29,Kansas,NaN,4186,4136,3950,3675,3406,3136
30,Missouri,NaN,16093,15650,14908,13883,12731,11355
31,Vermont,NaN,23,24,24,23,22,22
32,Virginia,NaN,1731,1917,2152,2445,2774,3109
33,Connecticut,NaN,615,648,664,653,661,682
34,Iowa,NaN,428,369,329,306,289,275
35,Louisiana,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,Ohio,NaN,3331,4366,5674,6894,8286,9609
37,Michigan,NaN,1455,1713,2125,2732,3518,4455
38,South Dakota,NaN,80,98,112,127,140,150
39,Arkansas,NaN,9477,9453,9063,8246,7459,6664
40,Delaware,NaN,307,332,357,376,394,406
41,Mississippi,NaN,13262,10120,7516,5397,3911,2852
42,New Mexico,NaN,423,410,414,434,477,541
43,North Dakota,NaN,254,281,311,340,368,393
44,Wyoming,NaN,4539,6827,5791,4969,4214,3517
45,Alaska,NaN,594,766,911,953,1002,1051
46,Maine,NaN,172,184,191,186,185,188
47,Alabama,NaN,8197,9097,9180,8381,7544,6658
48,Idaho,NaN,1952,2303,2515,2478,2456,2426
49,Montana,NaN,769,858,957,1052,1161,1274
50,Puerto Rico,NaN,595,689,780,829,896,968
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,124,159,196,231,263,291
53,West Virginia,NaN,792,915,999,1011,1031,1051
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
