,State,487,493,500,507,514,521,528
0,Washington,NaN,7227,6648,5745,4413,3269,2345
1,Illinois,NaN,7055,5520,4152,2729,1761,1121
2,California,NaN,3780,3084,2491,1932,1502,1169
3,Arizona,NaN,3917,4065,4004,3604,3279,2956
4,Massachusetts,NaN,2886,2129,1521,982,624,391
5,Wisconsin,NaN,4813,4306,3732,2928,2271,1749
6,Texas,NaN,11065,9797,8438,6781,5359,4165
7,Nebraska,NaN,1034,858,695,490,344,241
8,Utah,NaN,1332,1184,1117,1000,898,799
9,Oregon,NaN,2784,2450,2076,1589,1184,859
10,Florida,NaN,12070,10905,10013,8912,7774,6602
11,New York,NaN,7809,5747,4155,2761,1826,1208
12,Rhode Island,NaN,998,731,512,315,187,108
13,Georgia,NaN,4873,4772,4494,3805,3134,2526
14,New Hampshire,NaN,256,178,124,78,49,31
15,North Carolina,NaN,9517,8616,7661,6500,5383,4344
16,New Jersey,NaN,2721,1922,1319,819,503,306
17,Colorado,NaN,4572,3766,3117,2621,2198,1696
18,Maryland,NaN,2505,1705,1248,948,758,622
19,Nevada,NaN,2216,2136,2076,1863,1650,1454
20,Tennessee,NaN,2618,2142,1916,1691,1555,1477
21,Hawaii,NaN,428,367,301,229,170,122
22,Indiana,NaN,8940,8866,8360,7091,5908,4850
23,Kentucky,NaN,1459,1204,977,734,557,425
24,Minnesota,NaN,6253,5089,3934,2721,1859,1259
25,Oklahoma,NaN,1830,1789,1715,1519,1294,1048
26,Pennsylvania,NaN,8128,6048,4270,2643,1625,1000
27,South Carolina,NaN,3031,2363,1938,1554,1298,1103
28,District of Columbia,NaN,139,103,77,54,37,25
29,Kansas,NaN,533,421,327,233,164,115
30,Missouri,NaN,2115,1844,1584,1258,986,763
31,Vermont,NaN,116,90,70,49,35,25
32,Virginia,NaN,3521,2721,2234,1708,1306,993
33,Connecticut,NaN,1337,955,663,432,278,178
34,Iowa,NaN,1617,1332,1064,779,568,413
35,Louisiana,NaN,2292,2340,2312,2179,2038,1892
36,Ohio,NaN,7394,6351,5294,4061,3075,2304
37,Michigan,NaN,13336,10219,7697,5469,3820,2633
38,South Dakota,NaN,266,196,140,87,53,32
39,Arkansas,NaN,1498,1490,1439,1313,1187,1060
40,Delaware,NaN,674,521,386,255,163,102
41,Mississippi,NaN,1531,1482,1412,1423,1628,1926
42,New Mexico,NaN,815,785,722,552,426,338
43,North Dakota,NaN,775,676,573,432,324,242
44,Wyoming,NaN,835,870,862,733,614,509
45,Alaska,NaN,474,412,347,266,202,151
46,Maine,NaN,941,742,558,375,249,165
47,Alabama,NaN,4720,5118,5495,5630,5547,5239
48,Idaho,NaN,1433,1255,1093,916,767,640
49,Montana,NaN,714,621,527,424,337,264
50,Puerto Rico,NaN,1380,1141,950,815,703,606
51,Virgin Islands,NaN,46,46,45,44,42,41
52,Guam,NaN,53,45,39,33,29,25
53,West Virginia,NaN,1331,1228,1118,954,835,750
54,Northern Mariana Islands,NaN,3,3,3,2,1,1
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
