,State,732,738,745,752,759
0,Washington,NaN,194834,159902,106522,68789
1,Illinois,NaN,288998,227276,164204,118477
2,California,NaN,1230144,917928,560249,324266
3,Arizona,NaN,229088,164469,97864,49271
4,Massachusetts,NaN,155226,96921,55740,30948
5,Wisconsin,NaN,185298,163722,126698,91231
6,Texas,NaN,634726,460741,289305,146917
7,Nebraska,NaN,35966,38401,34292,26237
8,Utah,NaN,84648,78780,61811,46064
9,Oregon,NaN,89055,87845,66514,43730
10,Florida,NaN,448851,277046,155752,78093
11,New York,NaN,293050,155101,80434,41043
12,Rhode Island,NaN,25435,15496,8567,4299
13,Georgia,NaN,257102,208663,129908,70158
14,New Hampshire,NaN,42148,32217,21376,12130
15,North Carolina,NaN,328461,249244,155342,92496
16,New Jersey,NaN,171601,109193,64478,38438
17,Colorado,NaN,139110,109651,79859,52631
18,Maryland,NaN,142829,92196,50663,25184
19,Nevada,NaN,78290,63607,43646,26973
20,Tennessee,NaN,100707,100688,90077,66094
21,Hawaii,NaN,37600,19516,8467,3829
22,Indiana,NaN,186643,152664,111340,73411
23,Kentucky,NaN,140773,117045,81595,50243
24,Minnesota,NaN,122001,128660,119179,92048
25,Oklahoma,NaN,59123,64381,54880,42149
26,Pennsylvania,NaN,394711,290952,173363,96933
27,South Carolina,NaN,156508,108902,62314,30635
28,District of Columbia,NaN,10508,5275,2477,1015
29,Kansas,NaN,51660,47801,36645,21693
30,Missouri,NaN,101705,90337,68442,43697
31,Vermont,NaN,17215,12583,8335,4327
32,Virginia,NaN,279209,182349,102595,46592
33,Connecticut,NaN,73207,51593,31438,18606
34,Iowa,NaN,51515,53785,49962,39103
35,Louisiana,NaN,105351,71170,39964,19518
36,Ohio,NaN,236307,194972,135990,88956
37,Michigan,NaN,221878,205338,168894,104713
38,South Dakota,NaN,21566,17067,12450,7724
39,Arkansas,NaN,71983,63750,44862,27298
40,Delaware,NaN,26309,20503,13123,7545
41,Mississippi,NaN,59013,50237,34637,19408
42,New Mexico,NaN,29733,30712,26992,21406
43,North Dakota,NaN,23338,23551,17686,12374
44,Wyoming,NaN,13256,13808,10864,8398
45,Alaska,NaN,20860,22401,19989,14052
46,Maine,NaN,18863,20257,20676,17373
47,Alabama,NaN,88355,72805,53298,29870
48,Idaho,NaN,46149,46822,37702,27041
49,Montana,NaN,26465,29303,24147,17278
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,51177,41251,30237,18318
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
