,State,578,584,591,598,605,612,619
0,Washington,NaN,34775,47032,60067,71309,83715,94331
1,Illinois,NaN,17562,24060,34584,47178,60906,71973
2,California,NaN,104796,150988,214653,228924,226292,220336
3,Arizona,NaN,34713,39797,43634,45541,48211,51419
4,Massachusetts,NaN,13470,18493,24336,28996,33007,36512
5,Wisconsin,NaN,17341,22679,28454,33297,37177,39796
6,Texas,NaN,117021,139196,160294,166097,162060,154178
7,Nebraska,NaN,4442,4875,5354,5983,6708,7465
8,Utah,NaN,11358,14347,16361,16949,17666,18469
9,Oregon,NaN,14639,16840,20489,24094,28160,31452
10,Florida,NaN,149345,156368,161491,158993,157759,157813
11,New York,NaN,61416,92401,130386,163287,195379,221194
12,Rhode Island,NaN,2384,2477,2840,3457,4249,4973
13,Georgia,NaN,75978,89745,100360,110080,119411,127008
14,New Hampshire,NaN,2345,3314,4534,5585,6687,7755
15,North Carolina,NaN,60971,70643,76532,76786,75286,73183
16,New Jersey,NaN,20287,26203,35111,41035,46885,52070
17,Colorado,NaN,10195,11584,12918,13883,15161,16502
18,Maryland,NaN,9889,14631,20747,25752,31505,36773
19,Nevada,NaN,13797,15161,16632,16314,15513,14728
20,Tennessee,NaN,27751,31512,34898,38172,40861,42143
21,Hawaii,NaN,7602,10235,12932,14091,14828,15078
22,Indiana,NaN,32387,39234,45908,50438,55347,60010
23,Kentucky,NaN,37330,40574,42129,40074,37239,33707
24,Minnesota,NaN,10411,13235,16315,18489,20558,22798
25,Oklahoma,NaN,18179,19770,20676,20171,19531,19058
26,Pennsylvania,NaN,30973,48505,70413,100809,136290,163771
27,South Carolina,NaN,32681,40204,46388,48492,49998,50490
28,District of Columbia,NaN,1907,2692,3663,4461,5041,5288
29,Kansas,NaN,11501,12025,12226,11711,11152,10635
30,Missouri,NaN,22596,23522,23844,22732,21712,20675
31,Vermont,NaN,1100,1748,2648,3537,4494,5370
32,Virginia,NaN,25010,33358,43458,51083,58014,62432
33,Connecticut,NaN,5264,6946,9538,13210,17322,20613
34,Iowa,NaN,5129,5875,6554,6678,6856,7140
35,Louisiana,NaN,30832,30008,30014,30460,30338,29408
36,Ohio,NaN,33427,49458,69030,86441,102676,116813
37,Michigan,NaN,18972,31656,50147,68961,81821,89845
38,South Dakota,NaN,1299,1861,2615,3521,4572,5648
39,Arkansas,NaN,19889,20655,20845,20338,19504,18413
40,Delaware,NaN,3221,4088,5064,5942,6979,8028
41,Mississippi,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,New Mexico,NaN,8789,13089,16985,19222,21023,22004
43,North Dakota,NaN,2239,2889,3616,4109,4492,4778
44,Wyoming,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45,Alaska,NaN,3318,4281,5412,6479,7599,8637
46,Maine,NaN,2683,3773,5179,6484,7906,9223
47,Alabama,NaN,37502,40918,42803,43230,44326,44236
48,Idaho,NaN,7885,9539,11299,12873,14561,16080
49,Montana,NaN,9470,25500,43162,52607,48274,31895
50,Puerto Rico,NaN,7968,9265,10332,11200,12043,12840
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,630,694,730,739,729,699
53,West Virginia,NaN,9204,12216,14928,17252,19177,20358
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
