,State,480,486,493,500,507,514,521
0,Washington,NaN,8235,7927,7428,6550,4978,3647
1,Illinois,NaN,9455,7412,5727,4251,2826,1846
2,California,NaN,7254,6226,5335,4381,3237,2389
3,Arizona,NaN,3923,4252,4538,4527,3925,3309
4,Massachusetts,NaN,4442,3452,2621,1897,1211,766
5,Wisconsin,NaN,5635,5312,4952,4415,3394,2554
6,Texas,NaN,13241,12238,11312,10209,8535,7028
7,Nebraska,NaN,1125,936,790,653,478,345
8,Utah,NaN,1454,1219,1124,1062,919,804
9,Oregon,NaN,4036,3599,3263,2913,2397,1996
10,Florida,NaN,14109,13234,13299,12653,10648,8596
11,New York,NaN,10702,8077,6138,4562,3241,2472
12,Rhode Island,NaN,1261,973,734,522,328,201
13,Georgia,NaN,5214,5354,5665,5807,5199,4576
14,New Hampshire,NaN,477,310,221,162,105,67
15,North Carolina,NaN,11823,11981,11751,10875,8960,7265
16,New Jersey,NaN,3913,2843,2131,1575,1059,708
17,Colorado,NaN,5875,4844,4171,3468,2417,1648
18,Maryland,NaN,4117,3545,3004,2453,1870,1404
19,Nevada,NaN,2191,1866,1662,1495,1319,1194
20,Tennessee,NaN,3895,3330,3000,2764,2389,2076
21,Hawaii,NaN,441,374,303,234,174,127
22,Indiana,NaN,7623,7705,7795,7518,6442,5428
23,Kentucky,NaN,1689,1411,1173,951,722,548
24,Minnesota,NaN,9775,8520,7226,5794,4004,2703
25,Oklahoma,NaN,2373,2275,2176,2017,1725,1436
26,Pennsylvania,NaN,13005,10392,8047,5857,3698,2297
27,South Carolina,NaN,5208,4995,4730,4266,3306,2471
28,District of Columbia,NaN,172,136,113,95,78,63
29,Kansas,NaN,591,471,375,295,208,146
30,Missouri,NaN,2200,1883,1619,1351,1042,801
31,Vermont,NaN,176,138,112,90,66,50
32,Virginia,NaN,5241,4474,3719,2956,2134,1492
33,Connecticut,NaN,1755,1305,971,711,502,357
34,Iowa,NaN,2482,1989,1592,1249,904,655
35,Louisiana,NaN,1600,1690,1915,2328,3037,3903
36,Ohio,NaN,8823,8090,7370,6493,5225,4126
37,Michigan,NaN,19194,15313,12032,9175,6635,4716
38,South Dakota,NaN,306,216,154,107,66,40
39,Arkansas,NaN,1669,1799,1914,1911,1644,1369
40,Delaware,NaN,786,601,455,333,217,137
41,Mississippi,NaN,1311,1248,1319,1540,1909,2312
42,New Mexico,NaN,588,492,420,357,272,208
43,North Dakota,NaN,811,680,574,476,364,277
44,Wyoming,NaN,896,937,961,951,864,774
45,Alaska,NaN,688,621,553,472,359,270
46,Maine,NaN,1485,1264,1040,802,551,372
47,Alabama,NaN,6994,8393,9740,10180,9247,8120
48,Idaho,NaN,1586,1456,1312,1149,966,806
49,Montana,NaN,1091,956,840,723,568,444
50,Puerto Rico,NaN,2727,2459,2243,2004,1698,1439
51,Virgin Islands,NaN,61,65,69,72,73,74
52,Guam,NaN,49,42,37,33,28,23
53,West Virginia,NaN,1725,1596,1562,1547,1460,1360
54,Northern Mariana Islands,NaN,2,2,2,2,1,1
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
