,State,288,297,304,311,318
0,Washington,2431,93,116,141,161
1,Illinois,10313,543,632,695,746
2,California,17860,362,372,387,402
3,Arizona,6087,111,134,156,175
4,Massachusetts,10085,191,200,209,208
5,Wisconsin,2491,261,279,285,288
6,Texas,18901,898,1035,1168,1273
7,Nebraska,674,105,133,160,179
8,Utah,632,43,48,50,51
9,Oregon,710,42,55,63,69
10,Florida,16961,631,700,763,821
11,New York,33857,146,173,204,218
12,Rhode Island,1222,38,46,53,57
13,Georgia,8578,187,196,215,231
14,New Hampshire,486,9,14,18,20
15,North Carolina,4548,272,290,301,314
16,New Jersey,16403,148,186,223,247
17,Colorado,2353,174,221,261,298
18,Maryland,4182,74,89,102,110
19,Nevada,1824,55,60,62,66
20,Tennessee,3509,222,201,191,176
21,Hawaii,219,5,7,7,8
22,Indiana,4511,349,433,500,551
23,Kentucky,1534,145,172,184,204
24,Minnesota,2609,151,210,270,310
25,Oklahoma,1413,44,48,51,57
26,Pennsylvania,8923,300,353,396,432
27,South Carolina,3992,128,132,139,145
28,District of Columbia,650,7,7,7,8
29,Kansas,1087,100,130,162,181
30,Missouri,3117,267,321,371,400
31,Vermont,58,0,0,0,0
32,Virginia,3688,191,224,256,278
33,Connecticut,4656,56,68,75,80
34,Iowa,1814,74,106,131,148
35,Louisiana,5995,70,65,67,70
36,Ohio,5461,411,512,615,681
37,Michigan,7833,396,487,580,640
38,South Dakota,482,41,41,35,32
39,Arkansas,2037,126,136,143,148
40,Delaware,716,14,19,20,21
41,Mississippi,3405,93,89,87,88
42,New Mexico,1082,103,116,133,145
43,North Dakota,596,43,43,43,42
44,Wyoming,105,21,28,31,35
45,Alaska,84,14,18,21,23
46,Maine,150,0,4,7,14
47,Alabama,3026,94,100,111,122
48,Idaho,671,67,69,70,70
49,Montana,407,46,53,58,62
50,Puerto Rico,855,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,85,NaN,NaN,NaN,NaN
53,West Virginia,482,39,54,65,75
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
