,Region,536,542,549,556,563
0,Belgium,7192,7192,7192,7192,7192
1,Bulgaria,428,428,428,428,428
2,Czechia,1416,1416,1416,1416,1416
3,Denmark,3998,3998,3998,3998,3998
4,Germany,5262,5262,5262,5262,5262
5,Estonia,299,299,299,299,299
6,Ireland,3586,3586,3586,3586,3586
7,Greece,12845,12845,12845,12845,12845
8,Spain,103324,103324,103324,103324,103324
9,France,26510,26510,26510,26510,26510
10,Croatia,589,589,589,589,589
11,Italy,7959,7959,7959,7959,7959
12,Cyprus,6250,6250,6250,6250,6250
13,Latvia,268,268,268,268,268
14,Lithuania,304,304,304,304,304
15,Luxembourg,979,979,979,979,979
16,Hungary,240,240,240,240,240
17,Malta,409,409,409,409,409
18,Netherlands,39423,39423,39423,39423,39423
19,Austria,875,875,875,875,875
20,Poland,551,551,551,551,551
21,Portugal,18886,18886,18886,18886,18886
22,Romania,285,285,285,285,285
23,Slovenia,442,442,442,442,442
24,Slovakia,201,201,201,201,201
25,Finland,1619,1619,1619,1619,1619
26,Sweden,1660,1660,1660,1660,1660
27,United Kingdom,218994,218994,218994,218994,218994
28,Iceland,0,0,0,0,0
29,Liechtenstein,15,15,15,15,15
30,Norway,1248,1248,1248,1248,1248
31,Switzerland,1609,1609,1609,1609,1609
