,Region,550,556,563,570,577
0,Belgium,10052,10052,10052,10052,10052
1,Bulgaria,721,721,721,721,721
2,Czechia,1382,1382,1382,1382,1382
3,Denmark,5479,5479,5479,5479,5479
4,Germany,10782,10782,10782,10782,10782
5,Estonia,610,610,610,610,610
6,Ireland,8486,8486,8486,8486,8486
7,Greece,18607,18607,18607,18607,18607
8,Spain,180207,180207,180207,180207,180207
9,France,126459,126459,126459,126459,126459
10,Croatia,1026,1026,1026,1026,1026
11,Italy,29957,29957,29957,29957,29957
12,Cyprus,6522,6522,6522,6522,6522
13,Latvia,322,322,322,322,322
14,Lithuania,1221,1221,1221,1221,1221
15,Luxembourg,653,653,653,653,653
16,Hungary,376,376,376,376,376
17,Malta,1198,1198,1198,1198,1198
18,Netherlands,45639,45639,45639,45639,45639
19,Austria,2535,2535,2535,2535,2535
20,Poland,722,722,722,722,722
21,Portugal,22374,22374,22374,22374,22374
22,Romania,660,660,660,660,660
23,Slovenia,461,461,461,461,461
24,Slovakia,248,248,248,248,248
25,Finland,2816,2816,2816,2816,2816
26,Sweden,2512,2512,2512,2512,2512
27,United Kingdom,268123,268123,268123,268123,268123
28,Iceland,515,515,515,515,515
29,Liechtenstein,14,14,14,14,14
30,Norway,1428,1428,1428,1428,1428
31,Switzerland,4692,4692,4692,4692,4692
