,Region,585,591,598,605,612
0,Belgium,14183,14183,14183,14183,14183
1,Bulgaria,10304,10304,10304,10304,10304
2,Czechia,1350,1350,1350,1350,1350
3,Denmark,6662,6662,6662,6662,6662
4,Germany,64171,64171,64171,64171,64171
5,Estonia,2537,2537,2537,2537,2537
6,Ireland,12656,12656,12656,12656,12656
7,Greece,22129,22129,22129,22129,22129
8,Spain,61356,61356,61356,61356,61356
9,France,126902,126902,126902,126902,126902
10,Croatia,3426,3426,3426,3426,3426
11,Italy,45633,45633,45633,45633,45633
12,Cyprus,1944,1944,1944,1944,1944
13,Latvia,1274,1274,1274,1274,1274
14,Lithuania,4010,4010,4010,4010,4010
15,Luxembourg,532,532,532,532,532
16,Hungary,925,925,925,925,925
17,Malta,315,315,315,315,315
18,Netherlands,18836,18836,18836,18836,18836
19,Austria,9430,9430,9430,9430,9430
20,Poland,1533,1533,1533,1533,1533
21,Portugal,15527,15527,15527,15527,15527
22,Romania,5828,5828,5828,5828,5828
23,Slovenia,2967,2967,2967,2967,2967
24,Slovakia,660,660,660,660,660
25,Finland,4047,4047,4047,4047,4047
26,Sweden,6829,6829,6829,6829,6829
27,United Kingdom,239341,239341,239341,239341,239341
28,Iceland,543,543,543,543,543
29,Liechtenstein,40,40,40,40,40
30,Norway,8432,8432,8432,8432,8432
31,Switzerland,18004,18004,18004,18004,18004
