,Region,788,794,801,808,815
0,Belgium,67509,67509,67509,67509,67509
1,Bulgaria,11487,11487,11487,11487,11487
2,Czechia,51918,51918,51918,51918,51918
3,Denmark,54372,54372,54372,54372,54372
4,Germany,1538290,1538290,1538290,1538290,1538290
5,Estonia,11222,11222,11222,11222,11222
6,Ireland,23641,23641,23641,23641,23641
7,Greece,153040,153040,153040,153040,153040
8,Spain,100663,100663,100663,100663,100663
9,France,628405,628405,628405,628405,628405
10,Croatia,10626,10626,10626,10626,10626
11,Italy,488536,488536,488536,488536,488536
12,Cyprus,24354,24354,24354,24354,24354
13,Latvia,28702,28702,28702,28702,28702
14,Lithuania,30160,30160,30160,30160,30160
15,Luxembourg,7238,7238,7238,7238,7238
16,Hungary,9727,9727,9727,9727,9727
17,Malta,1660,1660,1660,1660,1660
18,Netherlands,343781,343781,343781,343781,343781
19,Austria,312276,312276,312276,312276,312276
20,Poland,72453,72453,72453,72453,72453
21,Portugal,78464,78464,78464,78464,78464
22,Romania,24045,24045,24045,24045,24045
23,Slovenia,19027,19027,19027,19027,19027
24,Slovakia,73537,73537,73537,73537,73537
25,Finland,52050,52050,52050,52050,52050
26,Sweden,9110,9110,9110,9110,9110
27,United Kingdom,570593,570593,570593,570593,570593
28,Iceland,12273,12273,12273,12273,12273
29,Liechtenstein,1078,1078,1078,1078,1078
30,Norway,27584,27584,27584,27584,27584
31,Switzerland,196195,196195,196195,196195,196195
