,Region,508,514,521,528,535
0,Belgium,5536,5536,5536,5536,5536
1,Bulgaria,863,863,863,863,863
2,Czechia,1580,1580,1580,1580,1580
3,Denmark,3399,3399,3399,3399,3399
4,Germany,14397,14397,14397,14397,14397
5,Estonia,391,391,391,391,391
6,Ireland,2306,2306,2306,2306,2306
7,Greece,5565,5565,5565,5565,5565
8,Spain,35619,35619,35619,35619,35619
9,France,27953,27953,27953,27953,27953
10,Croatia,998,998,998,998,998
11,Italy,12444,12444,12444,12444,12444
12,Cyprus,411,411,411,411,411
13,Latvia,1218,1218,1218,1218,1218
14,Lithuania,1293,1293,1293,1293,1293
15,Luxembourg,224,224,224,224,224
16,Hungary,782,782,782,782,782
17,Malta,10,10,10,10,10
18,Netherlands,9779,9779,9779,9779,9779
19,Austria,1820,1820,1820,1820,1820
20,Poland,2333,2333,2333,2333,2333
21,Portugal,4801,4801,4801,4801,4801
22,Romania,863,863,863,863,863
23,Slovenia,1068,1068,1068,1068,1068
24,Slovakia,590,590,590,590,590
25,Finland,595,595,595,595,595
26,Sweden,5394,5394,5394,5394,5394
27,United Kingdom,48977,48977,48977,48977,48977
28,Iceland,0,0,0,0,0
29,Liechtenstein,4,4,4,4,4
30,Norway,1229,1229,1229,1229,1229
31,Switzerland,2759,2759,2759,2759,2759
