,Region,487,493,500,507,514
0,Belgium,16958,16958,16958,16958,16958
1,Bulgaria,2454,2454,2454,2454,2454
2,Czechia,5053,5053,5053,5053,5053
3,Denmark,7000,7000,7000,7000,7000
4,Germany,54723,54723,54723,54723,54723
5,Estonia,1539,1539,1539,1539,1539
6,Ireland,0,0,0,0,0
7,Greece,12714,12714,12714,12714,12714
8,Spain,31654,31654,31654,31654,31654
9,France,-273918,-273918,-273918,-273918,-273918
10,Croatia,3596,3596,3596,3596,3596
11,Italy,33061,33061,33061,33061,33061
12,Cyprus,847,847,847,847,847
13,Latvia,2967,2967,2967,2967,2967
14,Lithuania,5313,5313,5313,5313,5313
15,Luxembourg,623,623,623,623,623
16,Hungary,3941,3941,3941,3941,3941
17,Malta,24,24,24,24,24
18,Netherlands,28244,28244,28244,28244,28244
19,Austria,4283,4283,4283,4283,4283
20,Poland,11543,11543,11543,11543,11543
21,Portugal,3042,3042,3042,3042,3042
22,Romania,3644,3644,3644,3644,3644
23,Slovenia,2380,2380,2380,2380,2380
24,Slovakia,1312,1312,1312,1312,1312
25,Finland,1421,1421,1421,1421,1421
26,Sweden,21215,21215,21215,21215,21215
27,United Kingdom,11801,11801,11801,11801,11801
28,Iceland,18,18,18,18,18
29,Liechtenstein,15,15,15,15,15
30,Norway,3115,3115,3115,3115,3115
31,Switzerland,7843,7843,7843,7843,7843
