,Region,466,472,479,486,493
0,Belgium,21393,21393,21393,21393,21393
1,Bulgaria,7746,7746,7746,7746,7746
2,Czechia,14864,14864,14864,14864,14864
3,Denmark,5036,5036,5036,5036,5036
4,Germany,132607,132607,132607,132607,132607
5,Estonia,2450,2450,2450,2450,2450
6,Ireland,3233,3233,3233,3233,3233
7,Greece,14692,14692,14692,14692,14692
8,Spain,55460,55460,55460,55460,55460
9,France,168849,168849,168849,168849,168849
10,Croatia,12857,12857,12857,12857,12857
11,Italy,86100,86100,86100,86100,86100
12,Cyprus,4333,4333,4333,4333,4333
13,Latvia,4415,4415,4415,4415,4415
14,Lithuania,8133,8133,8133,8133,8133
15,Luxembourg,1198,1198,1198,1198,1198
16,Hungary,14109,14109,14109,14109,14109
17,Malta,158,158,158,158,158
18,Netherlands,50609,50609,50609,50609,50609
19,Austria,13531,13531,13531,13531,13531
20,Poland,46985,46985,46985,46985,46985
21,Portugal,2983,2983,2983,2983,2983
22,Romania,11850,11850,11850,11850,11850
23,Slovenia,4696,4696,4696,4696,4696
24,Slovakia,3244,3244,3244,3244,3244
25,Finland,1489,1489,1489,1489,1489
26,Sweden,35261,35261,35261,35261,35261
27,United Kingdom,15447,15447,15447,15447,15447
28,Iceland,82,82,82,82,82
29,Liechtenstein,70,70,70,70,70
30,Norway,2869,2869,2869,2869,2869
31,Switzerland,13465,13465,13465,13465,13465
