,Region,746,752,759,766,773
0,Belgium,240113,240113,240113,240113,240113
1,Bulgaria,53622,53622,53622,53622,53622
2,Czechia,245135,245135,245135,245135,245135
3,Denmark,294827,294827,294827,294827,294827
4,Germany,1301477,1301477,1301477,1301477,1301477
5,Estonia,48366,48366,48366,48366,48366
6,Ireland,36269,36269,36269,36269,36269
7,Greece,126857,126857,126857,126857,126857
8,Spain,420586,420586,420586,420586,420586
9,France,1709013,1709013,1709013,1709013,1709013
10,Croatia,48058,48058,48058,48058,48058
11,Italy,696251,696251,696251,696251,696251
12,Cyprus,20284,20284,20284,20284,20284
13,Latvia,61116,61116,61116,61116,61116
14,Lithuania,76096,76096,76096,76096,76096
15,Luxembourg,12523,12523,12523,12523,12523
16,Hungary,108488,108488,108488,108488,108488
17,Malta,1452,1452,1452,1452,1452
18,Netherlands,573217,573217,573217,573217,573217
19,Austria,228761,228761,228761,228761,228761
20,Poland,311103,311103,311103,311103,311103
21,Portugal,304085,304085,304085,304085,304085
22,Romania,205427,205427,205427,205427,205427
23,Slovenia,92242,92242,92242,92242,92242
24,Slovakia,143375,143375,143375,143375,143375
25,Finland,39461,39461,39461,39461,39461
26,Sweden,217329,217329,217329,217329,217329
27,United Kingdom,1341542,1341542,1341542,1341542,1341542
28,Iceland,9044,9044,9044,9044,9044
29,Liechtenstein,818,818,818,818,818
30,Norway,128499,128499,128499,128499,128499
31,Switzerland,233536,233536,233536,233536,233536
