,Region,396,402,409,416,423
0,Belgium,15264,15264,15264,15264,15264
1,Bulgaria,6923,6923,6923,6923,6923
2,Czechia,63472,63472,63472,63472,63472
3,Denmark,3015,3015,3015,3015,3015
4,Germany,51515,51515,51515,51515,51515
5,Estonia,5284,5284,5284,5284,5284
6,Ireland,5582,5582,5582,5582,5582
7,Greece,7452,7452,7452,7452,7452
8,Spain,77087,77087,77087,77087,77087
9,France,89209,89209,89209,89209,89209
10,Croatia,2226,2226,2226,2226,2226
11,Italy,84977,84977,84977,84977,84977
12,Cyprus,763,763,763,763,763
13,Latvia,4827,4827,4827,4827,4827
14,Lithuania,3321,3321,3321,3321,3321
15,Luxembourg,1243,1243,1243,1243,1243
16,Hungary,14356,14356,14356,14356,14356
17,Malta,1111,1111,1111,1111,1111
18,Netherlands,26452,26452,26452,26452,26452
19,Austria,11233,11233,11233,11233,11233
20,Poland,48106,48106,48106,48106,48106
21,Portugal,12260,12260,12260,12260,12260
22,Romania,17185,17185,17185,17185,17185
23,Slovenia,5204,5204,5204,5204,5204
24,Slovakia,14223,14223,14223,14223,14223
25,Finland,3278,3278,3278,3278,3278
26,Sweden,22755,22755,22755,22755,22755
27,United Kingdom,78810,78810,78810,78810,78810
28,Iceland,12,12,12,12,12
29,Liechtenstein,7,7,7,7,7
30,Norway,1923,1923,1923,1923,1923
31,Switzerland,7048,7048,7048,7048,7048
