,Region,697,703,710,717,724
0,Belgium,69992,69992,69992,69992,69992
1,Bulgaria,10105,10105,10105,10105,10105
2,Czechia,68959,68959,68959,68959,68959
3,Denmark,63386,63386,63386,63386,63386
4,Germany,266736,266736,266736,266736,266736
5,Estonia,3841,3841,3841,3841,3841
6,Ireland,32977,32977,32977,32977,32977
7,Greece,31193,31193,31193,31193,31193
8,Spain,165337,165337,165337,165337,165337
9,France,367297,367297,367297,367297,367297
10,Croatia,21161,21161,21161,21161,21161
11,Italy,163638,163638,163638,163638,163638
12,Cyprus,4310,4310,4310,4310,4310
13,Latvia,5195,5195,5195,5195,5195
14,Lithuania,11223,11223,11223,11223,11223
15,Luxembourg,2679,2679,2679,2679,2679
16,Hungary,35373,35373,35373,35373,35373
17,Malta,1307,1307,1307,1307,1307
18,Netherlands,100090,100090,100090,100090,100090
19,Austria,21607,21607,21607,21607,21607
20,Poland,130592,130592,130592,130592,130592
21,Portugal,30814,30814,30814,30814,30814
22,Romania,5056,5056,5056,5056,5056
23,Slovenia,8610,8610,8610,8610,8610
24,Slovakia,38817,38817,38817,38817,38817
25,Finland,12267,12267,12267,12267,12267
26,Sweden,21668,21668,21668,21668,21668
27,United Kingdom,544468,544468,544468,544468,544468
28,Iceland,1073,1073,1073,1073,1073
29,Liechtenstein,334,334,334,334,334
30,Norway,32544,32544,32544,32544,32544
31,Switzerland,63798,63798,63798,63798,63798
