,Region,830,836,843,850,857
0,Belgium,40657,40657,40657,40657,40657
1,Bulgaria,3842,3842,3842,3842,3842
2,Czechia,9954,9954,9954,9954,9954
3,Denmark,7307,7307,7307,7307,7307
4,Germany,613221,613221,613221,613221,613221
5,Estonia,1936,1936,1936,1936,1936
6,Ireland,7576,7576,7576,7576,7576
7,Greece,51066,51066,51066,51066,51066
8,Spain,107444,107444,107444,107444,107444
9,France,378567,378567,378567,378567,378567
10,Croatia,5247,5247,5247,5247,5247
11,Italy,368734,368734,368734,368734,368734
12,Cyprus,9739,9739,9739,9739,9739
13,Latvia,4697,4697,4697,4697,4697
14,Lithuania,3813,3813,3813,3813,3813
15,Luxembourg,3890,3890,3890,3890,3890
16,Hungary,10064,10064,10064,10064,10064
17,Malta,1266,1266,1266,1266,1266
18,Netherlands,12245,12245,12245,12245,12245
19,Austria,40047,40047,40047,40047,40047
20,Poland,5551,5551,5551,5551,5551
21,Portugal,62056,62056,62056,62056,62056
22,Romania,6050,6050,6050,6050,6050
23,Slovenia,6089,6089,6089,6089,6089
24,Slovakia,7510,7510,7510,7510,7510
25,Finland,22541,22541,22541,22541,22541
26,Sweden,2529,2529,2529,2529,2529
27,United Kingdom,107698,107698,107698,107698,107698
28,Iceland,505,505,505,505,505
29,Liechtenstein,82,82,82,82,82
30,Norway,2499,2499,2499,2499,2499
31,Switzerland,22743,22743,22743,22743,22743
