,Region,760,766,773,780,787
0,Belgium,73142,73142,73142,73142,73142
1,Bulgaria,30824,30824,30824,30824,30824
2,Czechia,109826,109826,109826,109826,109826
3,Denmark,254127,254127,254127,254127,254127
4,Germany,1213049,1213049,1213049,1213049,1213049
5,Estonia,39143,39143,39143,39143,39143
6,Ireland,22318,22318,22318,22318,22318
7,Greece,124833,124833,124833,124833,124833
8,Spain,205022,205022,205022,205022,205022
9,France,593833,593833,593833,593833,593833
10,Croatia,23297,23297,23297,23297,23297
11,Italy,364300,364300,364300,364300,364300
12,Cyprus,16109,16109,16109,16109,16109
13,Latvia,67322,67322,67322,67322,67322
14,Lithuania,46188,46188,46188,46188,46188
15,Luxembourg,3953,3953,3953,3953,3953
16,Hungary,50433,50433,50433,50433,50433
17,Malta,648,648,648,648,648
18,Netherlands,348677,348677,348677,348677,348677
19,Austria,198435,198435,198435,198435,198435
20,Poland,152374,152374,152374,152374,152374
21,Portugal,102129,102129,102129,102129,102129
22,Romania,101315,101315,101315,101315,101315
23,Slovenia,30259,30259,30259,30259,30259
24,Slovakia,142453,142453,142453,142453,142453
25,Finland,35073,35073,35073,35073,35073
26,Sweden,25526,25526,25526,25526,25526
27,United Kingdom,313220,313220,313220,313220,313220
28,Iceland,16106,16106,16106,16106,16106
29,Liechtenstein,715,715,715,715,715
30,Norway,100656,100656,100656,100656,100656
31,Switzerland,126460,126460,126460,126460,126460
