,Region,795,801,808,815,822
0,Belgium,74524,74524,74524,74524,74524
1,Bulgaria,9278,9278,9278,9278,9278
2,Czechia,52431,52431,52431,52431,52431
3,Denmark,37701,37701,37701,37701,37701
4,Germany,1576261,1576261,1576261,1576261,1576261
5,Estonia,9328,9328,9328,9328,9328
6,Ireland,57478,57478,57478,57478,57478
7,Greece,141667,141667,141667,141667,141667
8,Spain,127039,127039,127039,127039,127039
9,France,893674,893674,893674,893674,893674
10,Croatia,10047,10047,10047,10047,10047
11,Italy,502980,502980,502980,502980,502980
12,Cyprus,32664,32664,32664,32664,32664
13,Latvia,19582,19582,19582,19582,19582
14,Lithuania,22909,22909,22909,22909,22909
15,Luxembourg,9021,9021,9021,9021,9021
16,Hungary,15269,15269,15269,15269,15269
17,Malta,2584,2584,2584,2584,2584
18,Netherlands,243382,243382,243382,243382,243382
19,Austria,232308,232308,232308,232308,232308
20,Poland,52087,52087,52087,52087,52087
21,Portugal,75276,75276,75276,75276,75276
22,Romania,24749,24749,24749,24749,24749
23,Slovenia,19895,19895,19895,19895,19895
24,Slovakia,63104,63104,63104,63104,63104
25,Finland,58401,58401,58401,58401,58401
26,Sweden,6049,6049,6049,6049,6049
27,United Kingdom,604973,604973,604973,604973,604973
28,Iceland,7579,7579,7579,7579,7579
29,Liechtenstein,786,786,786,786,786
30,Norway,18171,18171,18171,18171,18171
31,Switzerland,150596,150596,150596,150596,150596
