,Region,774,780,787,794,801
0,Belgium,42258,42258,42258,42258,42258
1,Bulgaria,12806,12806,12806,12806,12806
2,Czechia,55187,55187,55187,55187,55187
3,Denmark,116315,116315,116315,116315,116315
4,Germany,1117753,1117753,1117753,1117753,1117753
5,Estonia,23559,23559,23559,23559,23559
6,Ireland,22888,22888,22888,22888,22888
7,Greece,103071,103071,103071,103071,103071
8,Spain,122904,122904,122904,122904,122904
9,France,374751,374751,374751,374751,374751
10,Croatia,9232,9232,9232,9232,9232
11,Italy,261554,261554,261554,261554,261554
12,Cyprus,13078,13078,13078,13078,13078
13,Latvia,52036,52036,52036,52036,52036
14,Lithuania,31305,31305,31305,31305,31305
15,Luxembourg,4457,4457,4457,4457,4457
16,Hungary,20872,20872,20872,20872,20872
17,Malta,664,664,664,664,664
18,Netherlands,437965,437965,437965,437965,437965
19,Austria,208228,208228,208228,208228,208228
20,Poland,81246,81246,81246,81246,81246
21,Portugal,73791,73791,73791,73791,73791
22,Romania,39534,39534,39534,39534,39534
23,Slovenia,11736,11736,11736,11736,11736
24,Slovakia,85707,85707,85707,85707,85707
25,Finland,34044,34044,34044,34044,34044
26,Sweden,14824,14824,14824,14824,14824
27,United Kingdom,318289,318289,318289,318289,318289
28,Iceland,17556,17556,17556,17556,17556
29,Liechtenstein,1123,1123,1123,1123,1123
30,Norway,76576,76576,76576,76576,76576
31,Switzerland,125350,125350,125350,125350,125350
