,Region,655,661,668,675,682
0,Belgium,53813,53813,53813,53813,53813
1,Bulgaria,30270,30270,30270,30270,30270
2,Czechia,53259,53259,53259,53259,53259
3,Denmark,15308,15308,15308,15308,15308
4,Germany,184505,184505,184505,184505,184505
5,Estonia,11127,11127,11127,11127,11127
6,Ireland,23792,23792,23792,23792,23792
7,Greece,42734,42734,42734,42734,42734
8,Spain,14491,14491,14491,14491,14491
9,France,50999,50999,50999,50999,50999
10,Croatia,30979,30979,30979,30979,30979
11,Italy,36082,36082,36082,36082,36082
12,Cyprus,1396,1396,1396,1396,1396
13,Latvia,12685,12685,12685,12685,12685
14,Lithuania,18403,18403,18403,18403,18403
15,Luxembourg,1159,1159,1159,1159,1159
16,Hungary,28745,28745,28745,28745,28745
17,Malta,251,251,251,251,251
18,Netherlands,69193,69193,69193,69193,69193
19,Austria,52906,52906,52906,52906,52906
20,Poland,78973,78973,78973,78973,78973
21,Portugal,6906,6906,6906,6906,6906
22,Romania,58851,58851,58851,58851,58851
23,Slovenia,20129,20129,20129,20129,20129
24,Slovakia,34862,34862,34862,34862,34862
25,Finland,4945,4945,4945,4945,4945
26,Sweden,5582,5582,5582,5582,5582
27,United Kingdom,246519,246519,246519,246519,246519
28,Iceland,763,763,763,763,763
29,Liechtenstein,66,66,66,66,66
30,Norway,9575,9575,9575,9575,9575
31,Switzerland,14888,14888,14888,14888,14888
