,Region,823,829,836,843,850
0,Belgium,42828,42828,42828,42828,42828
1,Bulgaria,3682,3682,3682,3682,3682
2,Czechia,13749,13749,13749,13749,13749
3,Denmark,11397,11397,11397,11397,11397
4,Germany,763451,763451,763451,763451,763451
5,Estonia,2794,2794,2794,2794,2794
6,Ireland,10702,10702,10702,10702,10702
7,Greece,39388,39388,39388,39388,39388
8,Spain,123822,123822,123822,123822,123822
9,France,533135,533135,533135,533135,533135
10,Croatia,4218,4218,4218,4218,4218
11,Italy,423969,423969,423969,423969,423969
12,Cyprus,6115,6115,6115,6115,6115
13,Latvia,4140,4140,4140,4140,4140
14,Lithuania,5235,5235,5235,5235,5235
15,Luxembourg,4655,4655,4655,4655,4655
16,Hungary,11473,11473,11473,11473,11473
17,Malta,2037,2037,2037,2037,2037
18,Netherlands,20890,20890,20890,20890,20890
19,Austria,51642,51642,51642,51642,51642
20,Poland,5946,5946,5946,5946,5946
21,Portugal,72259,72259,72259,72259,72259
22,Romania,6414,6414,6414,6414,6414
23,Slovenia,7071,7071,7071,7071,7071
24,Slovakia,13827,13827,13827,13827,13827
25,Finland,50889,50889,50889,50889,50889
26,Sweden,2392,2392,2392,2392,2392
27,United Kingdom,189345,189345,189345,189345,189345
28,Iceland,1100,1100,1100,1100,1100
29,Liechtenstein,122,122,122,122,122
30,Norway,3900,3900,3900,3900,3900
31,Switzerland,28239,28239,28239,28239,28239
