,State,249,256,263,270,277
0,Washington,2074.0,41.0,41.0,36.0,31.0
1,Illinois,8832.0,158.0,158.0,139.0,127.0
2,California,15583.0,545.0,528.0,473.0,372.0
3,Arizona,5622.0,190.0,177.0,204.0,145.0
4,Massachusetts,9391.0,106.0,107.0,109.0,96.0
5,Wisconsin,1357.0,60.0,60.0,68.0,55.0
6,Texas,15987.0,611.0,608.0,533.0,503.0
7,Nebraska,469.0,20.0,20.0,21.0,16.0
8,Utah,448.0,12.0,13.0,16.0,12.0
9,Oregon,542.0,11.0,13.0,13.0,11.0
10,Florida,14022.0,750.0,763.0,695.0,645.0
11,New York,33286.0,50.0,49.0,42.0,38.0
12,Rhode Island,1121.0,21.0,22.0,27.0,21.0
13,Georgia,6914.0,262.0,252.0,227.0,188.0
14,New Hampshire,439.0,2.0,3.0,4.0,3.0
15,North Carolina,3440.0,163.0,155.0,129.0,117.0
16,New Jersey,16103.0,46.0,48.0,52.0,44.0
17,Colorado,2040.0,38.0,40.0,38.0,36.0
18,Maryland,3925.0,44.0,44.0,43.0,39.0
19,Nevada,1582.0,59.0,59.0,52.0,44.0
20,Tennessee,2374.0,180.0,171.0,145.0,127.0
21,Hawaii,131.0,8.0,8.0,7.0,5.0
22,Indiana,3581.0,72.0,71.0,64.0,58.0
23,Kentucky,1154.0,56.0,56.0,59.0,47.0
24,Minnesota,2056.0,50.0,51.0,49.0,43.0
25,Oklahoma,1004.0,68.0,69.0,70.0,61.0
26,Pennsylvania,8083.0,119.0,117.0,104.0,96.0
27,South Carolina,3323.0,146.0,151.0,138.0,140.0
28,District of Columbia,624.0,1.0,1.0,2.0,1.0
29,Kansas,635.0,62.0,61.0,53.0,48.0
30,Missouri,2083.0,86.0,91.0,93.0,82.0
31,Vermont,58.0,-1.0,-0.0,1.0,-0.0
32,Virginia,3144.0,124.0,126.0,131.0,114.0
33,Connecticut,4501.0,15.0,15.0,16.0,15.0
34,Iowa,1314.0,38.0,37.0,36.0,27.0
35,Louisiana,5444.0,136.0,128.0,97.0,96.0
36,Ohio,4346.0,140.0,144.0,153.0,126.0
37,Michigan,7044.0,62.0,63.0,61.0,55.0
38,South Dakota,218.0,22.0,21.0,21.0,15.0
39,Arkansas,1285.0,100.0,101.0,94.0,86.0
40,Delaware,646.0,8.0,9.0,9.0,8.0
41,Mississippi,2911.0,96.0,89.0,71.0,61.0
42,New Mexico,870.0,22.0,22.0,24.0,17.0
43,North Dakota,227.0,25.0,27.0,28.0,25.0
44,Wyoming,50.0,1.0,1.0,2.0,1.0
45,Alaska,52.0,1.0,2.0,3.0,2.0
46,Maine,140.0,3.0,4.0,5.0,4.0
47,Alabama,2501.0,84.0,79.0,69.0,55.0
48,Idaho,460.0,25.0,25.0,28.0,21.0
49,Montana,171.0,19.0,21.0,36.0,20.0
50,Puerto Rico,642.0,89.0,95.0,153.0,83.0
51,Guam,42.0,4.0,4.0,4.0,3.0
52,West Virginia,337.0,49.0,51.0,52.0,42.0
53,Northern Mariana Islands,2.0,-1.0,-0.0,1.0,-0.0
54,American Samoa,0.0,-1.0,-0.0,1.0,-0.0
