,County,304,311,318,325,332,339,346,353,360
0,01001,2597,200,259,313,288,259,261,213,64
1,01003,8131,640,867,1083,991,890,923,754,171
2,01005,1157,45,75,107,115,101,106,86,34
3,01007,1036,73,98,123,117,111,117,97,34
4,01009,2735,261,319,368,333,295,292,239,82
5,01011,688,21,34,45,42,38,41,34,6
6,01013,1132,69,93,116,111,103,102,83,28
7,01015,5924,492,629,772,785,696,684,556,288
8,01017,1669,128,172,219,229,209,209,170,91
9,01019,979,103,136,166,158,145,143,116,41
10,01021,2144,99,143,187,173,157,169,139,27
11,01023,416,16,31,45,43,39,44,36,2
12,01025,1547,70,95,118,109,98,105,88,22
13,01027,883,49,64,78,73,66,66,55,17
14,01029,740,83,99,113,105,94,91,74,30
15,01031,2281,175,250,320,333,297,288,231,112
16,01033,2923,276,358,434,447,409,397,322,183
17,01035,668,40,54,66,61,55,56,47,13
18,01037,304,43,58,73,77,70,69,55,30
19,01039,2116,125,171,211,200,184,187,154,47
20,01041,700,42,58,73,68,62,64,53,14
21,01043,4065,480,585,680,678,600,570,459,257
22,01045,2242,130,203,272,289,261,260,209,96
23,01047,2188,143,186,234,241,215,217,179,91
24,01049,4577,436,537,639,654,602,574,460,272
25,01051,3885,311,401,481,444,401,398,324,103
26,01053,1940,91,141,194,208,189,193,158,74
27,01055,5800,562,693,820,826,738,705,568,317
28,01057,818,101,119,135,125,113,109,89,39
29,01059,2420,127,170,208,200,187,186,152,55
30,01061,1155,87,121,157,164,147,147,119,60
31,01063,396,24,31,37,32,26,27,23,2
32,01065,910,48,58,65,53,40,43,36,2
33,01067,836,41,65,89,95,85,86,70,32
34,01069,4995,348,496,645,677,612,604,487,238
35,01071,2885,245,319,389,402,369,363,296,166
36,01073,30027,2744,3361,3902,3497,3057,3090,2552,737
37,01075,609,41,58,72,67,61,63,52,13
38,01077,3712,514,657,798,824,763,728,583,336
39,01079,1201,143,186,233,243,222,218,177,98
40,01081,7478,429,623,803,758,702,741,613,158
41,01083,3970,415,533,640,603,559,560,456,166
42,01085,782,27,37,46,42,37,38,31,6
43,01087,688,53,71,87,77,66,68,56,8
44,01089,12092,1139,1500,1824,1632,1427,1489,1230,245
45,01091,1161,52,77,98,93,85,88,73,19
46,01093,1330,92,128,159,149,134,137,113,29
47,01095,5710,527,652,770,772,684,645,517,286
48,01097,19189,1032,1483,1908,1773,1622,1745,1456,333
49,01099,765,60,85,108,102,93,98,82,21
50,01101,11952,558,785,985,875,754,791,647,65
51,01103,6031,747,909,1071,1083,984,933,750,437
52,01105,666,34,45,54,50,45,46,38,12
53,01107,1133,78,95,108,94,78,80,66,13
54,01109,1531,67,111,154,164,145,149,121,50
55,01111,990,73,102,129,123,114,116,96,29
56,01113,2158,122,179,239,221,201,220,182,32
57,01115,3930,280,367,445,402,355,372,309,74
58,01117,9629,848,1059,1241,1114,982,998,823,234
59,01119,552,34,49,62,58,53,55,45,10
60,01121,3318,262,371,481,506,459,466,385,196
61,01123,1681,124,182,240,256,235,235,190,95
62,01125,12356,771,993,1187,1083,961,979,808,224
63,01127,3458,228,325,422,448,414,409,330,172
64,01129,896,44,62,78,71,65,69,58,13
65,01131,621,25,38,49,46,42,44,37,8
66,01133,1210,105,134,157,147,132,130,106,37
67,02013,21,3,4,5,7,8,7,7,8
68,02016,106,5,7,9,11,12,12,12,12
69,02020,14396,2437,2414,2284,2097,1889,1575,1358,1319
70,02050,1127,254,257,249,234,217,186,157,141
71,02060,0,1,1,1,2,2,2,2,2
72,02068,40,4,5,5,6,6,6,6,6
73,02070,94,17,19,20,21,21,19,17,17
74,02090,3136,384,471,555,683,672,605,517,562
75,02100,16,2,3,4,5,5,5,5,6
76,02105,0,,,,,,,,NaN
77,02110,785,55,62,71,104,93,81,70,102
78,02122,2095,454,490,499,496,481,417,353,317
79,02130,185,28,36,42,59,56,47,39,51
80,02150,215,60,64,67,68,67,61,54,52
81,02158,381,,,,,,,,NaN
82,02164,141,13,14,14,13,12,11,9,9
83,02170,2539,314,338,336,341,342,311,291,299
84,02180,182,24,28,31,33,34,32,30,29
85,02185,405,39,39,34,30,25,19,19,22
86,02188,337,35,38,38,39,38,34,31,29
87,02195,24,3,5,6,7,8,7,7,7
88,02198,46,,,,,,,,NaN
89,02220,153,38,41,42,43,43,39,35,33
90,02230,9,,,,,,,,NaN
91,02240,221,71,72,71,68,64,56,47,43
92,02261,234,26,30,32,34,34,31,29,28
93,02275,20,,,,,,,,NaN
94,02282,44,4,4,4,4,4,3,3,3
95,02290,150,17,19,20,21,21,19,17,17
96,04001,4886,494,497,489,462,422,356,309,289
97,04003,3079,447,482,494,502,480,423,388,394
98,04005,6865,642,665,665,651,627,556,500,487
99,04007,2612,281,301,312,320,314,280,244,233
100,04009,1873,257,276,280,278,267,234,201,187
101,04011,171,46,49,51,52,51,46,42,38
102,04012,744,63,58,49,39,27,19,23,30
103,04013,187636,13474,14113,13987,13223,12169,11075,10632,9867
104,04015,5593,607,694,758,810,847,787,713,677
105,04017,7537,483,538,577,608,610,546,476,454
106,04019,35237,3244,3444,3512,3457,3340,3127,2981,2773
107,04021,15009,1467,1528,1536,1472,1382,1270,1201,1112
108,04023,3524,258,265,265,259,243,213,189,181
109,04025,4261,712,774,833,881,921,863,787,768
110,04027,16307,1077,1064,1002,913,814,686,630,637
111,05001,900,80,98,111,105,97,96,81,40
112,05003,729,73,94,108,102,92,88,74,31
113,05005,1241,191,244,297,324,296,280,230,165
114,05007,11018,922,1137,1309,1197,1076,1098,946,393
115,05009,1556,221,265,312,332,303,285,233,173
116,05011,426,37,47,57,54,51,50,43,19
117,05013,127,27,34,41,44,40,38,31,22
118,05015,1283,128,153,177,170,159,153,128,68
119,05017,1127,46,57,66,63,58,57,48,24
120,05019,742,80,106,131,143,127,123,103,72
121,05021,761,106,120,128,120,109,102,85,50
122,05023,644,75,104,130,130,126,129,110,53
123,05025,328,32,42,51,56,51,49,40,29
124,05027,979,121,149,180,194,177,166,137,99
125,05029,599,124,143,158,150,138,132,111,60
126,05031,6498,639,804,967,1052,991,938,767,561
127,05033,2860,287,367,447,487,445,423,347,250
128,05035,3076,221,234,239,237,233,219,198,178
129,05037,752,86,102,116,110,102,98,82,42
130,05039,263,39,46,50,47,43,41,35,18
131,05041,513,45,57,68,66,61,61,51,24
132,05043,572,74,93,110,105,98,97,82,39
133,05045,4387,372,456,524,468,409,425,368,129
134,05047,709,58,79,103,117,108,106,87,62
135,05049,496,72,84,93,87,80,76,63,34
136,05051,3456,346,469,592,662,605,593,495,354
137,05053,534,86,102,117,112,106,105,88,47
138,05055,2528,360,413,465,482,440,410,336,250
139,05057,798,87,113,143,159,147,143,118,84
140,05059,2755,205,246,285,302,274,255,208,154
141,05061,768,61,74,84,80,74,72,60,30
142,05063,1942,153,204,249,274,252,246,205,145
143,05065,942,75,88,97,90,82,79,66,35
144,05067,1497,260,274,275,252,227,202,165,113
145,05069,4972,255,332,411,450,403,387,318,222
146,05071,1198,85,115,142,140,135,136,115,54
147,05073,251,25,32,38,36,33,33,28,13
148,05075,1080,80,96,108,102,93,90,76,38
149,05077,1155,26,35,43,41,38,39,33,14
150,05079,2387,26,41,59,69,62,62,51,34
151,05081,605,55,69,84,91,82,78,65,46
152,05083,830,119,145,165,161,153,146,121,67
153,05085,2462,267,341,403,387,366,360,302,144
154,05087,558,49,63,74,70,65,68,59,25
155,05089,377,100,110,118,107,93,88,74,37
156,05091,2034,162,214,268,296,267,255,210,148
157,05093,2978,207,256,302,323,291,275,227,164
158,05095,286,27,34,39,37,34,34,28,13
159,05097,240,31,39,47,45,41,41,35,15
160,05099,424,40,50,61,66,61,59,48,35
161,05101,401,34,44,54,59,54,52,43,31
162,05103,592,108,139,171,187,172,162,132,94
163,05105,224,33,42,49,46,43,44,37,16
164,05107,881,53,74,97,110,100,96,79,54
165,05109,349,42,53,61,59,54,54,46,22
166,05111,1574,144,177,208,223,208,198,163,119
167,05113,688,149,166,177,166,151,144,121,71
168,05115,3449,284,365,447,488,446,427,351,248
169,05117,337,35,43,48,45,41,41,34,17
170,05119,15420,1372,1674,1924,1766,1593,1601,1363,576
171,05121,916,105,124,139,133,124,119,99,56
172,05123,1968,77,107,138,156,143,141,117,81
173,05125,4256,508,604,680,627,569,561,472,221
174,05127,327,39,49,57,54,50,50,42,19
175,05129,270,23,31,37,36,33,34,29,12
176,05131,6555,599,755,904,974,880,840,696,501
177,05133,1641,87,104,116,110,101,96,80,41
178,05135,617,109,133,156,166,154,143,117,86
179,05137,440,23,36,47,46,44,46,40,14
180,05139,1436,127,176,227,254,229,220,181,127
181,05141,320,60,75,89,85,79,78,66,30
182,05143,14406,1141,1328,1464,1340,1198,1161,983,477
183,05145,2752,511,608,703,740,673,626,513,379
184,05147,182,20,26,31,30,28,28,24,10
185,05149,1574,97,126,153,167,153,146,120,87
186,06001,27435,1689,1617,1280,804,270,214,717,905
187,06003,42,12,12,12,12,11,9,8,7
188,06005,446,67,84,94,98,96,85,79,70
189,06007,3624,337,436,508,554,586,561,523,473
190,06009,424,63,89,107,118,122,113,103,89
191,06011,639,49,57,62,63,61,56,52,46
192,06013,22191,1444,1503,1386,1174,923,863,1081,1125
193,06015,273,66,83,97,107,111,102,89,80
194,06017,1930,327,362,374,361,340,303,298,297
195,06019,35635,2170,2387,2471,2439,2362,2204,2123,1991
196,06021,829,72,81,84,82,77,69,65,58
197,06023,730,108,149,173,190,185,174,177,174
198,06025,14864,942,940,919,852,756,648,572,529
199,06027,274,23,31,34,35,33,28,27,25
200,06029,37982,1939,2098,2192,2219,2215,2135,2107,2042
201,06031,9922,581,634,644,627,585,511,452,413
202,06033,823,87,121,147,167,176,169,158,144
203,06035,1355,310,324,322,306,281,233,189,168
204,06037,361869,25604,26542,25856,23716,20995,19117,18772,17087
205,06039,5714,340,400,439,459,455,422,388,352
206,06041,7506,220,261,263,244,213,208,253,251
207,06043,101,20,28,33,37,38,36,35,30
208,06045,1385,147,187,219,242,250,238,218,195
209,06047,10986,744,842,905,919,911,839,759,677
210,06049,111,25,29,32,33,33,30,27,23
211,06051,499,54,56,48,41,32,28,28,27
212,06053,13738,1140,1250,1301,1280,1235,1131,1051,962
213,06055,2718,330,369,386,383,375,352,330,299
214,06057,1015,253,316,362,390,400,366,321,282
215,06059,69142,5256,5761,5846,5631,5262,5098,5354,5083
216,06061,5687,621,696,716,689,651,593,584,563
217,06063,173,49,58,64,68,68,65,59,50
218,06065,79613,5771,6157,6219,5942,5572,5156,4966,4625
219,06067,32865,3156,3339,3234,2912,2503,2152,2148,2041
220,06069,1711,145,168,182,186,186,174,160,143
221,06071,84201,10007,10261,10259,9750,9138,8173,7286,6584
222,06073,70709,7367,7743,7613,7039,6277,5649,5695,5451
223,06075,14327,863,695,314,103,107,110,112,114
224,06077,24649,1449,1706,1870,1962,2012,1940,1863,1720
225,06079,5607,657,725,756,750,731,677,635,594
226,06081,13203,824,803,618,354,57,10,226,315
227,06083,10839,587,722,796,816,812,782,762,689
228,06085,30411,2330,2078,1472,698,0,0,444,746
229,06087,3819,523,574,566,509,432,369,362,324
230,06089,3897,953,1022,1057,1035,996,870,744,662
231,06091,17,8,9,10,11,11,10,9,8
232,06093,495,150,177,193,198,194,164,139,125
233,06095,9349,777,902,956,961,945,885,857,797
234,06097,11363,836,1006,1094,1120,1114,1061,1021,914
235,06099,20144,1167,1314,1389,1404,1392,1321,1269,1172
236,06101,2638,473,495,508,491,456,393,339,304
237,06103,1410,265,301,324,331,325,285,242,215
238,06105,113,50,56,59,59,58,53,47,40
239,06107,19673,880,1005,1077,1093,1094,1030,967,890
240,06109,708,254,276,290,290,279,243,207,188
241,06111,17741,1701,1840,1869,1790,1679,1564,1537,1441
242,06113,4139,405,418,384,322,244,203,228,223
243,06115,1732,226,257,276,283,275,247,222,201
244,08001,25696,4142,4234,4122,3841,3530,3071,2642,2339
245,08003,510,72,80,83,84,84,75,66,61
246,08005,23394,4173,4277,4156,3832,3460,2966,2581,2301
247,08007,139,48,51,54,56,56,51,46,46
248,08009,51,10,11,12,13,13,12,11,11
249,08011,64,30,31,32,32,31,28,24,22
250,08013,9731,1563,1562,1437,1231,998,799,726,670
251,08014,1773,295,297,281,251,217,185,172,160
252,08015,566,82,89,94,97,96,87,78,73
253,08017,49,21,21,21,20,19,16,14,12
254,08019,165,33,36,36,34,32,28,26,24
255,08021,145,28,31,33,34,34,31,28,27
256,08023,68,12,14,14,15,15,14,13,12
257,08025,991,103,104,100,93,86,73,61,54
258,08027,55,11,13,14,15,16,15,14,14
259,08029,440,120,136,146,152,153,135,118,110
260,08031,32087,5181,5150,4857,4324,3741,3140,2746,2474
261,08033,9,6,7,7,8,8,7,7,6
262,08035,8750,1873,1869,1772,1589,1391,1185,1063,980
263,08037,2028,193,186,161,136,108,87,94,106
264,08039,503,140,150,155,151,145,126,108,96
265,08041,22039,4441,4544,4428,4132,3787,3244,2835,2607
266,08043,2084,572,587,589,583,537,457,379,367
267,08045,1851,306,322,325,318,303,259,225,215
268,08047,76,16,17,17,16,15,13,12,12
269,08049,266,64,68,68,66,61,50,45,44
270,08051,438,51,59,60,59,56,47,43,43
271,08053,6,2,2,2,2,2,2,2,2
272,08055,116,38,40,41,40,39,35,31,29
273,08057,14,3,4,4,4,4,4,4,4
274,08059,17333,3254,3239,3046,2710,2349,1981,1779,1657
275,08061,20,7,8,8,8,8,7,6,6
276,08063,250,26,29,30,30,30,27,25,23
