,State,477,486,493,500,507,514,521
0,Washington,NaN,62,55,51,48,45,43
1,Illinois,NaN,189,161,140,132,145,179
2,California,NaN,296,257,232,215,208,209
3,Arizona,NaN,45,39,35,32,29,26
4,Massachusetts,NaN,41,32,25,21,21,22
5,Wisconsin,NaN,78,70,64,60,61,66
6,Texas,NaN,250,214,188,173,166,161
7,Nebraska,NaN,15,15,15,15,14,15
8,Utah,NaN,22,21,21,22,21,21
9,Oregon,NaN,27,27,27,27,27,27
10,Florida,NaN,290,220,166,131,121,124
11,New York,NaN,216,159,123,104,104,123
12,Rhode Island,NaN,13,13,13,13,13,13
13,Georgia,NaN,81,57,42,33,29,26
14,New Hampshire,NaN,15,14,15,15,15,14
15,North Carolina,NaN,77,63,53,45,40,36
16,New Jersey,NaN,90,48,26,16,19,32
17,Colorado,NaN,46,41,37,35,34,34
18,Maryland,NaN,43,29,21,14,14,14
19,Nevada,NaN,40,40,40,40,39,39
20,Tennessee,NaN,47,38,31,27,24,23
21,Hawaii,NaN,4,4,4,4,4,4
22,Indiana,NaN,51,47,45,43,41,41
23,Kentucky,NaN,68,62,58,55,52,49
24,Minnesota,NaN,53,42,34,29,29,33
25,Oklahoma,NaN,45,45,45,45,45,45
26,Pennsylvania,NaN,162,123,97,83,82,88
27,South Carolina,NaN,44,35,30,27,26,26
28,District of Columbia,NaN,7,6,6,6,6,7
29,Kansas,NaN,23,23,22,23,23,23
30,Missouri,NaN,47,43,39,37,35,34
31,Vermont,NaN,3,3,3,3,3,3
32,Virginia,NaN,66,50,39,31,28,30
33,Connecticut,NaN,44,43,44,44,44,44
34,Iowa,NaN,33,33,33,32,33,33
35,Louisiana,NaN,44,40,37,35,33,32
36,Ohio,NaN,36,36,36,36,36,36
37,Michigan,NaN,307,227,171,137,123,124
38,South Dakota,NaN,10,10,9,10,9,10
39,Arkansas,NaN,24,24,24,24,24,24
40,Delaware,NaN,13,13,13,13,13,13
41,Mississippi,NaN,30,30,29,29,29,30
42,New Mexico,NaN,28,29,29,28,28,28
43,North Dakota,NaN,7,7,7,7,7,7
44,Wyoming,NaN,2,2,2,2,2,2
45,Alaska,NaN,4,4,4,4,4,4
46,Maine,NaN,10,10,10,10,10,10
47,Alabama,NaN,45,42,41,40,39,38
48,Idaho,NaN,15,15,15,15,14,14
49,Montana,NaN,17,17,17,17,17,17
50,Puerto Rico,NaN,36,23,15,11,9,9
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,37,37,37,37,37,37
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
