,State,537,542,549,556,563,570,577
0,Washington,NaN,38,38,36,35,35,34
1,Illinois,NaN,32,27,26,25,24,24
2,California,NaN,227,264,300,334,360,375
3,Arizona,NaN,59,57,56,56,55,52
4,Massachusetts,NaN,16,17,17,18,17,17
5,Wisconsin,NaN,41,41,41,41,41,41
6,Texas,NaN,164,170,181,186,185,181
7,Nebraska,NaN,2,2,2,2,2,2
8,Utah,NaN,14,17,17,16,17,17
9,Oregon,NaN,15,15,15,15,15,15
10,Florida,NaN,214,215,214,216,215,215
11,New York,NaN,42,47,47,47,47,47
12,Rhode Island,NaN,2,2,2,2,2,2
13,Georgia,NaN,24,15,10,8,7,8
14,New Hampshire,NaN,3,3,3,3,3,3
15,North Carolina,NaN,35,33,32,32,32,32
16,New Jersey,NaN,45,44,43,43,43,44
17,Colorado,NaN,43,41,41,42,42,42
18,Maryland,NaN,18,18,18,18,18,19
19,Nevada,NaN,25,25,25,25,25,25
20,Tennessee,NaN,24,24,25,24,24,25
21,Hawaii,NaN,3,3,3,3,3,3
22,Indiana,NaN,39,39,39,39,40,39
23,Kentucky,NaN,24,23,23,24,24,24
24,Minnesota,NaN,24,27,27,27,27,27
25,Oklahoma,NaN,4,4,4,4,4,4
26,Pennsylvania,NaN,30,26,26,27,28,29
27,South Carolina,NaN,18,18,18,18,18,18
28,District of Columbia,NaN,1,1,1,1,1,1
29,Kansas,NaN,13,12,12,13,13,13
30,Missouri,NaN,37,38,39,38,38,37
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,33,37,37,37,37,37
33,Connecticut,NaN,5,5,5,5,4,5
34,Iowa,NaN,10,11,11,11,11,11
35,Louisiana,NaN,33,33,33,33,33,33
36,Ohio,NaN,11,12,12,12,12,12
37,Michigan,NaN,25,20,17,15,14,13
38,South Dakota,NaN,3,3,3,3,3,3
39,Arkansas,NaN,22,22,21,22,22,21
40,Delaware,NaN,2,3,3,3,3,3
41,Mississippi,NaN,21,21,21,21,21,21
42,New Mexico,NaN,14,14,14,13,13,14
43,North Dakota,NaN,3,3,3,3,3,3
44,Wyoming,NaN,5,5,5,5,5,5
45,Alaska,NaN,1,1,1,1,1,1
46,Maine,NaN,4,4,4,4,4,4
47,Alabama,NaN,29,29,29,29,29,29
48,Idaho,NaN,8,8,8,8,8,9
49,Montana,NaN,8,8,8,8,8,8
50,Puerto Rico,NaN,6,6,6,6,6,6
51,Virgin Islands,NaN,1,1,1,1,1,1
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,14,14,14,14,14,14
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
