,State,460,465,472,479,486,493,500
0,Washington,NaN,57,57,56,53,50,47
1,Illinois,NaN,175,151,135,125,120,119
2,California,NaN,323,262,215,176,149,128
3,Arizona,NaN,84,75,73,72,73,72
4,Massachusetts,NaN,51,36,25,20,14,14
5,Wisconsin,NaN,25,20,16,14,12,10
6,Texas,NaN,273,230,200,178,160,146
7,Nebraska,NaN,19,19,20,20,20,20
8,Utah,NaN,18,16,16,16,16,17
9,Oregon,NaN,24,23,23,23,23,23
10,Florida,NaN,352,295,256,226,207,191
11,New York,NaN,322,229,163,125,106,104
12,Rhode Island,NaN,13,13,13,13,13,13
13,Georgia,NaN,227,226,225,225,226,226
14,New Hampshire,NaN,11,11,11,11,11,11
15,North Carolina,NaN,123,118,117,117,119,122
16,New Jersey,NaN,234,195,168,157,167,203
17,Colorado,NaN,37,39,38,39,39,39
18,Maryland,NaN,92,74,60,52,47,46
19,Nevada,NaN,46,45,46,46,46,45
20,Tennessee,NaN,70,67,67,68,70,71
21,Hawaii,NaN,4,4,4,4,4,4
22,Indiana,NaN,49,39,33,32,33,33
23,Kentucky,NaN,86,76,70,64,59,56
24,Minnesota,NaN,56,49,45,44,42,42
25,Oklahoma,NaN,83,40,85,85,38,40
26,Pennsylvania,NaN,255,231,205,188,185,192
27,South Carolina,NaN,69,53,47,44,43,43
28,District of Columbia,NaN,10,10,10,11,11,11
29,Kansas,NaN,21,21,22,21,21,21
30,Missouri,NaN,69,65,64,63,62,63
31,Vermont,NaN,4,4,4,4,4,4
32,Virginia,NaN,102,88,78,71,66,62
33,Connecticut,NaN,45,45,45,45,45,45
34,Iowa,NaN,26,24,22,22,21,21
35,Louisiana,NaN,59,59,58,57,57,57
36,Ohio,NaN,25,28,28,28,28,28
37,Michigan,NaN,525,538,517,511,524,560
38,South Dakota,NaN,5,6,6,5,6,6
39,Arkansas,NaN,31,30,31,30,31,30
40,Delaware,NaN,18,18,18,17,18,18
41,Mississippi,NaN,42,43,42,43,43,42
42,New Mexico,NaN,24,24,24,24,24,24
43,North Dakota,NaN,5,5,5,5,5,5
44,Wyoming,NaN,2,2,2,2,2,2
45,Alaska,NaN,0,0,0,0,0,0
46,Maine,NaN,8,8,9,9,9,9
47,Alabama,NaN,62,64,68,72,75,77
48,Idaho,NaN,19,19,19,19,19,19
49,Montana,NaN,31,31,31,30,31,31
50,Puerto Rico,NaN,35,38,38,38,37,38
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,45,44,44,44,44,44
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
