,State,264,269,276,283,290,297,304,311
0,Washington,2190,24,22,16,11,8,6,4
1,Illinois,9243,191,180,150,123,100,81,65
2,California,16586,351,328,266,216,173,138,107
3,Arizona,5759,87,84,67,53,42,34,27
4,Massachusetts,9617,106,86,70,56,44,35,28
5,Wisconsin,1474,77,73,62,52,44,36,29
6,Texas,16995,389,354,286,231,186,148,120
7,Nebraska,522,23,23,20,16,13,10,8
8,Utah,522,33,27,23,19,15,12,9
9,Oregon,599,21,21,16,14,11,8,6
10,Florida,15412,924,723,581,467,376,299,241
11,New York,33301,44,41,33,26,20,16,12
12,Rhode Island,1130,10,9,7,6,4,3,2
13,Georgia,7429,226,197,160,128,101,80,63
14,New Hampshire,456,5,4,3,2,1,1,1
15,North Carolina,3773,140,134,110,90,73,58,46
16,New Jersey,16175,49,44,35,28,22,17,13
17,Colorado,2116,32,32,26,22,18,14,11
18,Maryland,4003,32,27,21,17,13,10,7
19,Nevada,1664,39,36,29,23,18,14,11
20,Tennessee,2774,180,171,140,116,92,74,59
21,Hawaii,169,14,13,10,8,6,5,3
22,Indiana,3795,111,104,89,73,59,48,39
23,Kentucky,1255,40,37,31,26,21,17,13
24,Minnesota,2197,70,60,51,42,34,27,22
25,Oklahoma,1104,37,34,29,23,19,15,12
26,Pennsylvania,8347,112,102,84,69,55,45,34
27,South Carolina,3559,80,76,61,50,40,31,24
28,District of Columbia,637,6,4,3,2,2,1,1
29,Kansas,787,40,39,32,26,21,17,13
30,Missouri,2424,138,137,114,94,75,60,48
31,Vermont,58,0,0,0,0,0,0,0
32,Virginia,3361,101,94,77,62,51,39,31
33,Connecticut,4532,3,3,2,2,1,1,0
34,Iowa,1481,59,56,47,38,31,24,19
35,Louisiana,5669,104,80,65,52,42,33,26
36,Ohio,5005,115,110,90,73,59,47,37
37,Michigan,7225,46,46,37,30,24,20,16
38,South Dakota,288,34,37,32,28,23,19,16
39,Arkansas,1586,123,104,87,72,58,46,37
40,Delaware,656,4,3,2,2,1,1,0
41,Mississippi,3101,79,71,57,46,37,29,23
42,New Mexico,915,31,27,23,18,15,12,9
43,North Dakota,345,56,58,51,43,37,30,25
44,Wyoming,54,3,3,2,2,1,1,1
45,Alaska,60,3,3,3,2,2,1,1
46,Maine,143,0,0,0,0,0,0,0
47,Alabama,2665,52,50,40,32,26,20,16
48,Idaho,510,15,15,12,10,8,6,4
49,Montana,212,21,23,22,20,17,14,12
50,Puerto Rico,735,21,18,15,12,9,7,5
51,Virgin Islands,20,0,0,0,0,0,0,0
52,Guam,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,388,21,22,18,15,12,9,7
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
