,State,488,493,500,507,514,521,528
0,Washington,NaN,59,51,42,36,33,33
1,Illinois,NaN,188,160,136,122,121,133
2,California,NaN,197,159,130,112,102,98
3,Arizona,NaN,69,58,53,49,49,51
4,Massachusetts,NaN,59,50,41,36,35,39
5,Wisconsin,NaN,24,17,12,9,8,7
6,Texas,NaN,239,193,161,143,137,143
7,Nebraska,NaN,11,10,11,10,11,10
8,Utah,NaN,26,27,27,27,27,27
9,Oregon,NaN,35,33,33,33,34,34
10,Florida,NaN,272,223,177,147,131,129
11,New York,NaN,130,92,65,47,36,35
12,Rhode Island,NaN,11,11,11,11,11,11
13,Georgia,NaN,103,82,63,52,45,44
14,New Hampshire,NaN,14,15,14,15,15,14
15,North Carolina,NaN,71,61,53,46,43,40
16,New Jersey,NaN,96,69,54,54,61,68
17,Colorado,NaN,44,34,25,21,20,22
18,Maryland,NaN,59,35,25,20,17,16
19,Nevada,NaN,32,32,32,33,32,32
20,Tennessee,NaN,44,38,33,28,26,25
21,Hawaii,NaN,5,4,4,4,4,4
22,Indiana,NaN,48,46,38,33,31,30
23,Kentucky,NaN,53,40,34,30,28,26
24,Minnesota,NaN,50,35,25,18,15,16
25,Oklahoma,NaN,47,47,46,46,47,46
26,Pennsylvania,NaN,166,137,107,88,81,84
27,South Carolina,NaN,32,20,14,11,9,9
28,District of Columbia,NaN,7,7,7,7,7,7
29,Kansas,NaN,23,23,23,23,23,23
30,Missouri,NaN,52,45,39,36,34,33
31,Vermont,NaN,2,2,3,3,2,3
32,Virginia,NaN,79,64,50,42,39,41
33,Connecticut,NaN,41,41,41,41,41,41
34,Iowa,NaN,23,26,26,26,26,25
35,Louisiana,NaN,46,46,46,46,46,46
36,Ohio,NaN,27,30,30,30,30,30
37,Michigan,NaN,258,198,150,123,116,128
38,South Dakota,NaN,10,10,10,10,10,10
39,Arkansas,NaN,24,24,24,24,24,24
40,Delaware,NaN,10,10,10,10,10,10
41,Mississippi,NaN,26,26,26,26,25,26
42,New Mexico,NaN,26,26,26,26,27,26
43,North Dakota,NaN,5,5,5,5,5,5
44,Wyoming,NaN,2,2,2,2,2,2
45,Alaska,NaN,8,8,8,8,9,8
46,Maine,NaN,12,11,11,11,11,11
47,Alabama,NaN,57,55,53,51,49,49
48,Idaho,NaN,12,12,12,12,13,12
49,Montana,NaN,9,9,9,9,9,9
50,Puerto Rico,NaN,26,16,11,7,7,7
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,24,27,27,27,27,27
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
