,State,551,556,563,570,577,584,591
0,Washington,NaN,43,43,44,43,43,44
1,Illinois,NaN,61,54,51,46,41,36
2,California,NaN,204,242,270,255,223,190
3,Arizona,NaN,112,135,151,159,159,156
4,Massachusetts,NaN,14,14,14,14,14,14
5,Wisconsin,NaN,35,34,34,34,35,34
6,Texas,NaN,247,302,335,320,281,235
7,Nebraska,NaN,6,6,6,6,6,6
8,Utah,NaN,15,15,15,15,15,15
9,Oregon,NaN,18,18,18,18,18,18
10,Florida,NaN,221,222,223,222,221,222
11,New York,NaN,38,37,37,37,37,37
12,Rhode Island,NaN,2,2,2,2,2,2
13,Georgia,NaN,91,92,96,91,83,73
14,New Hampshire,NaN,3,3,3,3,3,3
15,North Carolina,NaN,39,40,39,39,40,40
16,New Jersey,NaN,34,34,34,34,34,35
17,Colorado,NaN,32,33,33,34,34,34
18,Maryland,NaN,18,17,17,17,17,17
19,Nevada,NaN,35,36,35,35,36,35
20,Tennessee,NaN,39,34,31,26,21,17
21,Hawaii,NaN,4,3,3,3,3,3
22,Indiana,NaN,35,35,35,35,35,35
23,Kentucky,NaN,26,27,27,26,27,26
24,Minnesota,NaN,17,17,17,17,17,17
25,Oklahoma,NaN,7,7,7,7,7,7
26,Pennsylvania,NaN,45,44,43,44,44,44
27,South Carolina,NaN,17,18,17,17,17,17
28,District of Columbia,NaN,1,1,1,1,1,1
29,Kansas,NaN,18,18,19,19,18,18
30,Missouri,NaN,106,115,119,114,103,89
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,25,26,25,26,25,26
33,Connecticut,NaN,3,3,3,3,3,3
34,Iowa,NaN,9,9,9,9,9,9
35,Louisiana,NaN,43,44,44,44,43,44
36,Ohio,NaN,8,9,9,9,9,9
37,Michigan,NaN,44,44,44,44,45,44
38,South Dakota,NaN,3,3,3,3,3,3
39,Arkansas,NaN,44,40,40,40,40,40
40,Delaware,NaN,1,1,1,1,1,1
41,Mississippi,NaN,26,26,27,26,26,27
42,New Mexico,NaN,15,15,15,15,15,15
43,North Dakota,NaN,2,2,2,2,2,2
44,Wyoming,NaN,6,6,6,6,6,6
45,Alaska,NaN,2,2,2,2,2,2
46,Maine,NaN,9,9,9,9,9,9
47,Alabama,NaN,37,36,37,37,37,37
48,Idaho,NaN,9,9,9,9,9,9
49,Montana,NaN,8,8,8,8,8,8
50,Puerto Rico,NaN,19,4,4,4,4,4
51,Virgin Islands,NaN,1,1,1,1,1,1
52,Guam,NaN,1,1,1,1,1,1
53,West Virginia,NaN,14,15,15,15,14,14
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
