,State,474,479,486,493,500,507,514
0,Washington,NaN,64,63,60,58,55,53
1,Illinois,NaN,229,216,211,215,232,265
2,California,NaN,342,290,254,232,221,221
3,Arizona,NaN,67,65,62,61,60,58
4,Massachusetts,NaN,55,43,35,29,27,28
5,Wisconsin,NaN,80,83,83,88,94,105
6,Texas,NaN,286,235,194,168,161,165
7,Nebraska,NaN,13,13,13,13,13,13
8,Utah,NaN,16,16,16,15,15,16
9,Oregon,NaN,23,22,22,22,22,22
10,Florida,NaN,380,323,267,223,201,194
11,New York,NaN,261,203,152,122,110,116
12,Rhode Island,NaN,12,12,12,12,12,12
13,Georgia,NaN,107,79,58,46,39,35
14,New Hampshire,NaN,12,14,13,14,14,14
15,North Carolina,NaN,109,100,88,77,69,61
16,New Jersey,NaN,146,98,60,38,30,40
17,Colorado,NaN,48,46,43,42,42,44
18,Maryland,NaN,58,42,30,21,21,21
19,Nevada,NaN,41,40,41,41,41,41
20,Tennessee,NaN,50,44,38,34,32,31
21,Hawaii,NaN,5,4,4,4,4,4
22,Indiana,NaN,64,55,53,53,54,55
23,Kentucky,NaN,63,58,54,50,47,42
24,Minnesota,NaN,76,70,64,61,63,71
25,Oklahoma,NaN,35,35,35,36,36,36
26,Pennsylvania,NaN,215,170,137,117,114,130
27,South Carolina,NaN,53,48,41,36,34,34
28,District of Columbia,NaN,6,7,7,7,7,7
29,Kansas,NaN,22,23,23,23,23,22
30,Missouri,NaN,61,51,44,38,33,30
31,Vermont,NaN,4,4,4,4,4,4
32,Virginia,NaN,77,63,50,42,36,35
33,Connecticut,NaN,47,47,48,48,48,48
34,Iowa,NaN,30,31,31,30,31,31
35,Louisiana,NaN,47,44,41,39,37,35
36,Ohio,NaN,36,26,23,21,21,21
37,Michigan,NaN,400,345,271,225,209,224
38,South Dakota,NaN,8,8,8,8,8,8
39,Arkansas,NaN,24,25,25,25,25,25
40,Delaware,NaN,14,14,14,14,14,14
41,Mississippi,NaN,32,31,32,32,32,31
42,New Mexico,NaN,31,30,30,30,30,30
43,North Dakota,NaN,7,7,7,7,7,7
44,Wyoming,NaN,2,2,2,2,2,2
45,Alaska,NaN,3,3,3,3,3,3
46,Maine,NaN,10,11,11,11,11,11
47,Alabama,NaN,48,45,43,40,38,36
48,Idaho,NaN,16,16,16,16,17,16
49,Montana,NaN,16,17,17,17,17,17
50,Puerto Rico,NaN,41,28,18,13,11,12
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,30,35,34,35,34,34
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
