,State,530,535,542,549,556,563,570
0,Washington,NaN,29,25,22,19,18,17
1,Illinois,NaN,28,22,18,15,14,14
2,California,NaN,109,120,118,117,118,121
3,Arizona,NaN,72,74,78,82,86,89
4,Massachusetts,NaN,19,21,21,21,21,21
5,Wisconsin,NaN,45,45,45,46,45,45
6,Texas,NaN,159,153,160,170,182,196
7,Nebraska,NaN,3,3,3,3,3,3
8,Utah,NaN,13,15,15,16,16,15
9,Oregon,NaN,20,21,21,21,21,21
10,Florida,NaN,251,250,248,249,249,246
11,New York,NaN,33,28,28,28,28,28
12,Rhode Island,NaN,3,3,3,3,3,3
13,Georgia,NaN,40,35,30,26,23,20
14,New Hampshire,NaN,4,4,4,4,4,4
15,North Carolina,NaN,35,32,29,27,26,25
16,New Jersey,NaN,45,47,47,48,47,47
17,Colorado,NaN,35,30,29,29,29,32
18,Maryland,NaN,24,26,25,26,25,26
19,Nevada,NaN,25,25,25,25,25,25
20,Tennessee,NaN,23,24,23,24,24,24
21,Hawaii,NaN,2,3,3,3,3,3
22,Indiana,NaN,44,44,45,45,44,45
23,Kentucky,NaN,32,34,33,33,34,34
24,Minnesota,NaN,30,36,36,36,36,36
25,Oklahoma,NaN,6,7,6,7,6,6
26,Pennsylvania,NaN,34,26,20,17,17,19
27,South Carolina,NaN,20,21,21,21,21,21
28,District of Columbia,NaN,1,1,1,1,1,1
29,Kansas,NaN,14,14,14,15,14,14
30,Missouri,NaN,70,78,89,96,100,101
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,28,28,28,28,27,28
33,Connecticut,NaN,8,8,8,8,8,8
34,Iowa,NaN,16,18,18,18,18,18
35,Louisiana,NaN,35,36,35,35,35,35
36,Ohio,NaN,13,14,14,14,14,14
37,Michigan,NaN,28,20,16,14,13,14
38,South Dakota,NaN,4,4,4,4,4,4
39,Arkansas,NaN,17,17,17,17,17,17
40,Delaware,NaN,3,3,3,3,3,3
41,Mississippi,NaN,23,23,23,23,23,23
42,New Mexico,NaN,15,16,15,16,16,15
43,North Dakota,NaN,2,2,3,3,3,2
44,Wyoming,NaN,5,5,5,5,5,5
45,Alaska,NaN,1,1,1,1,1,1
46,Maine,NaN,5,5,5,5,5,5
47,Alabama,NaN,39,39,39,39,39,39
48,Idaho,NaN,13,14,13,13,13,13
49,Montana,NaN,8,8,8,8,8,8
50,Puerto Rico,NaN,8,8,8,8,8,8
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,16,16,17,17,17,17
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
