,State,614,619,626,633,640,647,654
0,Washington,NaN,261,260,251,242,237,234
1,Illinois,NaN,191,174,154,140,129,121
2,California,NaN,499,391,289,213,198,239
3,Arizona,NaN,302,309,319,340,371,417
4,Massachusetts,NaN,86,85,83,84,85,86
5,Wisconsin,NaN,106,113,118,118,115,111
6,Texas,NaN,1751,1560,1385,1271,1242,1270
7,Nebraska,NaN,14,14,15,14,14,14
8,Utah,NaN,73,75,75,75,77,77
9,Oregon,NaN,111,100,88,79,72,66
10,Florida,NaN,1904,1443,1032,738,578,621
11,New York,NaN,279,258,256,255,256,258
12,Rhode Island,NaN,14,14,14,14,14,14
13,Georgia,NaN,758,689,619,577,582,623
14,New Hampshire,NaN,14,14,14,14,14,14
15,North Carolina,NaN,420,405,394,393,394,397
16,New Jersey,NaN,125,117,110,105,106,109
17,Colorado,NaN,91,87,83,80,79,76
18,Maryland,NaN,99,96,95,94,91,91
19,Nevada,NaN,139,131,120,110,103,99
20,Tennessee,NaN,734,876,930,986,1032,1064
21,Hawaii,NaN,42,42,42,41,42,42
22,Indiana,NaN,264,249,234,217,207,205
23,Kentucky,NaN,524,595,616,625,630,646
24,Minnesota,NaN,101,113,123,132,141,150
25,Oklahoma,NaN,219,219,219,220,218,220
26,Pennsylvania,NaN,265,259,254,248,240,230
27,South Carolina,NaN,378,352,331,324,323,327
28,District of Columbia,NaN,3,3,3,3,3,3
29,Kansas,NaN,99,100,102,100,100,99
30,Missouri,NaN,179,155,136,123,117,117
31,Vermont,NaN,11,8,8,8,8,8
32,Virginia,NaN,282,312,338,364,392,420
33,Connecticut,NaN,27,26,27,26,26,26
34,Iowa,NaN,30,30,30,30,30,30
35,Louisiana,NaN,212,173,140,115,100,95
36,Ohio,NaN,71,35,33,28,28,28
37,Michigan,NaN,172,172,172,172,173,173
38,South Dakota,NaN,15,15,15,15,15,15
39,Arkansas,NaN,123,93,70,56,50,55
40,Delaware,NaN,16,16,15,15,16,16
41,Mississippi,NaN,195,159,131,112,102,99
42,New Mexico,NaN,70,72,74,77,81,87
43,North Dakota,NaN,11,11,11,11,11,11
44,Wyoming,NaN,22,22,22,22,22,22
45,Alaska,NaN,12,12,12,12,12,12
46,Maine,NaN,16,17,17,17,16,17
47,Alabama,NaN,871,803,685,631,660,729
48,Idaho,NaN,144,178,183,169,150,130
49,Montana,NaN,40,40,40,40,40,40
50,Puerto Rico,NaN,45,32,24,19,17,19
51,Virgin Islands,NaN,4,4,4,4,4,4
52,Guam,NaN,9,9,9,9,9,9
53,West Virginia,NaN,137,135,129,126,126,127
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
