,State,523,528,535,542,549,556,563
0,Washington,NaN,29,24,21,19,18,17
1,Illinois,NaN,32,21,14,9,7,8
2,California,NaN,216,236,264,296,330,370
3,Arizona,NaN,57,58,59,59,60,62
4,Massachusetts,NaN,27,28,28,28,28,28
5,Wisconsin,NaN,21,16,13,11,10,10
6,Texas,NaN,143,122,105,96,91,89
7,Nebraska,NaN,3,3,3,3,3,3
8,Utah,NaN,19,14,14,14,14,14
9,Oregon,NaN,22,23,23,23,23,23
10,Florida,NaN,59,59,58,58,58,58
11,New York,NaN,48,31,26,24,25,30
12,Rhode Island,NaN,5,5,5,5,5,5
13,Georgia,NaN,87,80,75,73,73,76
14,New Hampshire,NaN,4,4,4,4,4,4
15,North Carolina,NaN,47,43,38,34,32,31
16,New Jersey,NaN,45,44,45,46,49,52
17,Colorado,NaN,54,46,44,44,46,49
18,Maryland,NaN,32,32,32,32,32,32
19,Nevada,NaN,21,20,21,21,21,21
20,Tennessee,NaN,27,26,27,27,27,27
21,Hawaii,NaN,2,4,4,4,4,4
22,Indiana,NaN,26,22,18,15,14,14
23,Kentucky,NaN,14,10,7,6,5,5
24,Minnesota,NaN,36,38,38,39,39,38
25,Oklahoma,NaN,9,9,9,9,9,9
26,Pennsylvania,NaN,47,29,20,14,12,12
27,South Carolina,NaN,21,22,22,22,22,22
28,District of Columbia,NaN,2,2,2,2,2,2
29,Kansas,NaN,13,13,13,13,13,13
30,Missouri,NaN,32,32,32,32,32,32
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,24,28,28,28,30,32
33,Connecticut,NaN,9,9,9,9,9,10
34,Iowa,NaN,18,19,19,19,19,19
35,Louisiana,NaN,36,36,36,36,36,36
36,Ohio,NaN,10,11,11,11,11,11
37,Michigan,NaN,27,18,12,8,6,6
38,South Dakota,NaN,4,5,5,5,4,5
39,Arkansas,NaN,15,15,15,15,15,15
40,Delaware,NaN,7,7,7,7,7,7
41,Mississippi,NaN,21,21,21,21,21,21
42,New Mexico,NaN,18,18,18,18,18,18
43,North Dakota,NaN,3,3,4,4,4,4
44,Wyoming,NaN,2,3,3,3,2,3
45,Alaska,NaN,0,0,0,0,0,0
46,Maine,NaN,7,7,7,7,7,7
47,Alabama,NaN,46,47,46,46,46,46
48,Idaho,NaN,11,11,11,11,11,11
49,Montana,NaN,12,12,12,12,12,12
50,Puerto Rico,NaN,12,11,11,11,11,11
51,Virgin Islands,NaN,0,1,1,1,1,1
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,15,15,15,15,15,15
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
