,State,593,598,605,612,619,626,633
0,Washington,NaN,201,221,231,236,238,240
1,Illinois,NaN,195,196,198,201,205,211
2,California,NaN,815,898,989,1085,1186,1287
3,Arizona,NaN,158,159,158,161,164,166
4,Massachusetts,NaN,47,48,47,47,47,48
5,Wisconsin,NaN,87,109,128,148,165,184
6,Texas,NaN,2240,2553,2935,3336,3731,4122
7,Nebraska,NaN,15,15,15,15,15,15
8,Utah,NaN,41,41,41,41,41,40
9,Oregon,NaN,158,169,177,188,200,215
10,Florida,NaN,1648,1588,1616,1564,1648,1665
11,New York,NaN,213,205,206,208,211,215
12,Rhode Island,NaN,7,7,7,7,7,7
13,Georgia,NaN,586,677,737,779,810,824
14,New Hampshire,NaN,9,9,9,9,9,9
15,North Carolina,NaN,484,574,661,756,854,964
16,New Jersey,NaN,115,125,132,137,140,141
17,Colorado,NaN,61,63,65,66,66,64
18,Maryland,NaN,77,76,77,77,77,77
19,Nevada,NaN,149,146,144,143,143,144
20,Tennessee,NaN,248,221,222,232,243,248
21,Hawaii,NaN,26,20,20,20,20,20
22,Indiana,NaN,207,203,199,198,198,197
23,Kentucky,NaN,166,175,184,196,209,222
24,Minnesota,NaN,37,37,37,37,37,37
25,Oklahoma,NaN,63,63,63,63,63,63
26,Pennsylvania,NaN,232,254,281,295,300,299
27,South Carolina,NaN,442,614,760,834,856,861
28,District of Columbia,NaN,3,3,3,3,3,3
29,Kansas,NaN,66,66,66,66,66,66
30,Missouri,NaN,291,302,326,366,415,467
31,Vermont,NaN,6,5,5,5,5,5
32,Virginia,NaN,167,208,249,289,326,357
33,Connecticut,NaN,18,18,18,18,18,18
34,Iowa,NaN,17,17,17,16,16,16
35,Louisiana,NaN,204,175,149,133,123,120
36,Ohio,NaN,15,15,15,15,15,14
37,Michigan,NaN,97,96,97,97,97,97
38,South Dakota,NaN,5,5,5,5,5,5
39,Arkansas,NaN,183,167,155,147,143,143
40,Delaware,NaN,14,14,14,14,14,14
41,Mississippi,NaN,254,243,232,229,230,236
42,New Mexico,NaN,32,31,32,31,31,31
43,North Dakota,NaN,5,6,5,5,5,5
44,Wyoming,NaN,11,11,11,11,11,11
45,Alaska,NaN,9,10,10,10,10,10
46,Maine,NaN,9,9,8,8,8,8
47,Alabama,NaN,102,87,75,69,64,61
48,Idaho,NaN,33,33,33,33,33,33
49,Montana,NaN,22,22,22,22,22,22
50,Puerto Rico,NaN,71,58,54,52,53,55
51,Virgin Islands,NaN,4,4,5,4,5,5
52,Guam,NaN,1,1,1,1,1,1
53,West Virginia,NaN,39,39,39,39,40,40
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
