,State,565,570,577,584,591,598,605
0,Washington,NaN,42,42,42,42,42,42
1,Illinois,NaN,58,58,56,51,44,37
2,California,NaN,366,378,367,344,322,301
3,Arizona,NaN,130,155,186,200,198,191
4,Massachusetts,NaN,20,20,21,20,21,21
5,Wisconsin,NaN,24,24,24,24,24,24
6,Texas,NaN,427,483,512,458,368,293
7,Nebraska,NaN,8,8,8,8,8,8
8,Utah,NaN,25,25,25,25,25,25
9,Oregon,NaN,24,24,24,24,24,24
10,Florida,NaN,375,367,319,313,376,366
11,New York,NaN,100,128,154,154,134,109
12,Rhode Island,NaN,3,3,3,3,3,3
13,Georgia,NaN,149,182,189,162,133,113
14,New Hampshire,NaN,3,3,3,3,3,3
15,North Carolina,NaN,120,138,153,147,123,105
16,New Jersey,NaN,37,36,36,36,36,36
17,Colorado,NaN,31,31,31,31,31,32
18,Maryland,NaN,28,24,24,24,24,24
19,Nevada,NaN,100,109,115,122,129,136
20,Tennessee,NaN,88,90,92,86,73,60
21,Hawaii,NaN,4,5,5,5,5,5
22,Indiana,NaN,35,35,35,35,35,35
23,Kentucky,NaN,29,29,29,29,29,29
24,Minnesota,NaN,18,18,18,18,18,18
25,Oklahoma,NaN,11,11,11,11,11,11
26,Pennsylvania,NaN,35,38,38,38,38,38
27,South Carolina,NaN,28,27,27,28,28,28
28,District of Columbia,NaN,1,1,1,1,1,1
29,Kansas,NaN,44,37,35,36,36,37
30,Missouri,NaN,177,194,208,218,226,232
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,27,27,27,27,27,27
33,Connecticut,NaN,4,4,4,4,4,4
34,Iowa,NaN,10,10,10,10,10,10
35,Louisiana,NaN,219,240,265,254,220,197
36,Ohio,NaN,1,1,1,1,1,1
37,Michigan,NaN,38,38,38,38,38,38
38,South Dakota,NaN,3,2,3,2,3,3
39,Arkansas,NaN,177,216,254,287,311,327
40,Delaware,NaN,2,2,2,2,2,2
41,Mississippi,NaN,39,39,39,39,39,39
42,New Mexico,NaN,17,17,17,17,17,17
43,North Dakota,NaN,2,2,2,2,2,2
44,Wyoming,NaN,9,9,9,9,9,9
45,Alaska,NaN,4,4,4,4,4,4
46,Maine,NaN,9,9,9,9,9,9
47,Alabama,NaN,90,114,123,120,113,107
48,Idaho,NaN,12,13,13,13,13,13
49,Montana,NaN,12,12,12,12,12,12
50,Puerto Rico,NaN,14,13,13,13,13,13
51,Virgin Islands,NaN,2,2,2,2,2,2
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,14,14,13,14,14,14
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
