,State,516,521,528,535,542,549,556
0,Washington,NaN,32,26,21,18,16,15
1,Illinois,NaN,46,33,19,12,7,7
2,California,NaN,146,115,105,102,102,105
3,Arizona,NaN,58,50,46,45,46,48
4,Massachusetts,NaN,38,36,35,36,36,36
5,Wisconsin,NaN,23,16,12,10,8,7
6,Texas,NaN,166,148,130,112,104,104
7,Nebraska,NaN,2,2,2,2,3,2
8,Utah,NaN,11,10,10,10,10,10
9,Oregon,NaN,32,32,32,32,32,33
10,Florida,NaN,137,140,141,138,139,140
11,New York,NaN,38,30,22,20,16,20
12,Rhode Island,NaN,5,5,5,5,5,5
13,Georgia,NaN,125,118,118,124,134,147
14,New Hampshire,NaN,5,6,5,5,5,6
15,North Carolina,NaN,46,37,32,29,27,28
16,New Jersey,NaN,30,26,24,23,22,23
17,Colorado,NaN,35,31,26,24,23,24
18,Maryland,NaN,13,11,7,6,6,6
19,Nevada,NaN,24,24,24,24,24,24
20,Tennessee,NaN,32,32,33,33,33,33
21,Hawaii,NaN,4,4,4,4,4,4
22,Indiana,NaN,31,25,21,18,17,18
23,Kentucky,NaN,22,16,12,9,8,8
24,Minnesota,NaN,45,43,43,43,43,43
25,Oklahoma,NaN,23,22,22,22,22,22
26,Pennsylvania,NaN,58,37,25,19,16,18
27,South Carolina,NaN,25,27,27,27,27,27
28,District of Columbia,NaN,3,3,3,3,3,3
29,Kansas,NaN,13,13,13,13,13,13
30,Missouri,NaN,56,57,57,57,56,54
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,44,36,30,27,26,28
33,Connecticut,NaN,14,15,15,15,15,15
34,Iowa,NaN,19,19,19,19,19,19
35,Louisiana,NaN,41,41,41,41,41,41
36,Ohio,NaN,12,14,14,14,14,14
37,Michigan,NaN,51,32,21,14,11,10
38,South Dakota,NaN,6,6,6,6,6,6
39,Arkansas,NaN,14,14,14,14,14,14
40,Delaware,NaN,6,5,5,5,5,6
41,Mississippi,NaN,23,23,23,23,23,23
42,New Mexico,NaN,18,18,19,19,18,18
43,North Dakota,NaN,4,4,4,4,4,4
44,Wyoming,NaN,4,4,4,4,4,4
45,Alaska,NaN,0,0,0,0,0,0
46,Maine,NaN,7,7,7,7,7,7
47,Alabama,NaN,47,47,48,47,47,47
48,Idaho,NaN,10,11,10,11,11,10
49,Montana,NaN,11,11,11,11,11,11
50,Puerto Rico,NaN,16,16,16,16,16,16
51,Virgin Islands,NaN,1,1,1,1,1,1
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,18,18,17,17,17,17
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
