,State,607,612,619,626,633,640,647
0,Washington,NaN,252,263,272,282,294,307
1,Illinois,NaN,208,209,202,198,193,189
2,California,NaN,765,753,781,860,985,1136
3,Arizona,NaN,224,180,158,148,144,149
4,Massachusetts,NaN,93,102,110,119,129,137
5,Wisconsin,NaN,111,117,121,125,127,129
6,Texas,NaN,1711,1647,1571,1509,1485,1505
7,Nebraska,NaN,16,16,16,16,16,16
8,Utah,NaN,55,54,53,54,55,56
9,Oregon,NaN,123,118,111,107,104,102
10,Florida,NaN,1742,1398,1067,831,713,704
11,New York,NaN,219,213,210,208,203,198
12,Rhode Island,NaN,14,14,15,14,14,14
13,Georgia,NaN,647,591,533,506,525,578
14,New Hampshire,NaN,15,15,15,15,15,15
15,North Carolina,NaN,472,492,516,554,599,647
16,New Jersey,NaN,118,115,112,111,108,104
17,Colorado,NaN,105,113,119,127,135,143
18,Maryland,NaN,87,106,113,121,128,133
19,Nevada,NaN,128,121,117,113,110,108
20,Tennessee,NaN,381,388,392,414,448,478
21,Hawaii,NaN,41,37,37,37,37,37
22,Indiana,NaN,281,287,287,295,311,330
23,Kentucky,NaN,185,176,171,167,166,165
24,Minnesota,NaN,72,86,95,99,97,93
25,Oklahoma,NaN,197,198,197,198,197,197
26,Pennsylvania,NaN,286,308,332,345,346,339
27,South Carolina,NaN,388,384,375,371,380,387
28,District of Columbia,NaN,3,3,3,3,3,3
29,Kansas,NaN,65,66,66,66,65,65
30,Missouri,NaN,134,126,119,115,115,117
31,Vermont,NaN,6,7,7,7,7,7
32,Virginia,NaN,189,196,199,198,192,184
33,Connecticut,NaN,23,23,23,23,23,23
34,Iowa,NaN,30,30,30,30,30,30
35,Louisiana,NaN,208,176,151,134,125,122
36,Ohio,NaN,64,42,39,38,35,35
37,Michigan,NaN,150,150,150,151,150,150
38,South Dakota,NaN,10,10,10,10,10,10
39,Arkansas,NaN,157,159,142,133,134,143
40,Delaware,NaN,16,16,16,16,16,16
41,Mississippi,NaN,391,393,362,349,354,368
42,New Mexico,NaN,68,75,82,91,98,103
43,North Dakota,NaN,9,9,9,9,9,9
44,Wyoming,NaN,21,21,21,21,21,21
45,Alaska,NaN,11,11,11,11,11,11
46,Maine,NaN,16,14,14,14,14,14
47,Alabama,NaN,505,529,507,504,534,596
48,Idaho,NaN,252,396,471,474,433,389
49,Montana,NaN,30,30,30,30,30,30
50,Puerto Rico,NaN,40,33,25,21,19,21
51,Virgin Islands,NaN,5,5,5,5,5,5
52,Guam,NaN,8,8,8,8,8,8
53,West Virginia,NaN,96,103,106,108,107,104
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
