,State,558,563,570,577,584,591,598
0,Washington,NaN,45,46,45,45,45,45
1,Illinois,NaN,49,49,48,48,49,49
2,California,NaN,142,161,159,148,126,106
3,Arizona,NaN,60,63,65,63,59,55
4,Massachusetts,NaN,21,21,21,21,21,21
5,Wisconsin,NaN,40,38,38,34,29,24
6,Texas,NaN,339,409,421,351,262,203
7,Nebraska,NaN,5,5,5,5,5,5
8,Utah,NaN,18,18,18,18,18,18
9,Oregon,NaN,19,19,19,19,19,19
10,Florida,NaN,255,259,255,254,256,260
11,New York,NaN,41,39,39,39,39,39
12,Rhode Island,NaN,2,2,2,2,2,2
13,Georgia,NaN,71,67,62,55,47,39
14,New Hampshire,NaN,3,3,3,3,3,3
15,North Carolina,NaN,72,71,71,66,56,48
16,New Jersey,NaN,35,33,33,33,33,33
17,Colorado,NaN,30,32,32,32,32,32
18,Maryland,NaN,22,19,20,20,20,20
19,Nevada,NaN,88,109,126,139,146,148
20,Tennessee,NaN,59,57,54,44,33,26
21,Hawaii,NaN,4,4,4,4,4,4
22,Indiana,NaN,35,35,35,35,35,35
23,Kentucky,NaN,26,26,26,25,25,26
24,Minnesota,NaN,14,14,14,14,14,14
25,Oklahoma,NaN,14,15,14,14,14,15
26,Pennsylvania,NaN,39,37,37,37,37,37
27,South Carolina,NaN,20,20,20,20,20,20
28,District of Columbia,NaN,2,2,2,2,2,2
29,Kansas,NaN,40,40,40,38,34,31
30,Missouri,NaN,175,209,241,269,294,315
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,26,26,26,26,26,26
33,Connecticut,NaN,4,4,4,3,4,4
34,Iowa,NaN,7,7,7,7,7,7
35,Louisiana,NaN,155,177,194,197,182,164
36,Ohio,NaN,5,5,5,6,5,6
37,Michigan,NaN,41,41,41,41,41,41
38,South Dakota,NaN,2,2,2,2,2,2
39,Arkansas,NaN,95,95,101,101,96,90
40,Delaware,NaN,2,2,2,2,2,2
41,Mississippi,NaN,31,31,31,31,31,31
42,New Mexico,NaN,16,16,16,16,16,16
43,North Dakota,NaN,2,2,2,2,2,2
44,Wyoming,NaN,7,7,7,7,7,7
45,Alaska,NaN,3,3,3,3,3,3
46,Maine,NaN,9,9,9,9,9,9
47,Alabama,NaN,44,44,43,44,45,44
48,Idaho,NaN,9,9,10,9,9,10
49,Montana,NaN,9,9,9,9,9,9
50,Puerto Rico,NaN,7,6,6,7,6,6
51,Virgin Islands,NaN,1,1,1,1,1,1
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,9,9,9,9,9,9
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
