,State,445,451,458,465,472,479,486,493,500,507,514,521,528,535,542,549,556,563,570,577,584
0,Washington,5322,51,44,39,35,32,29,29,28,26,26,26,25,25,25,24,24,24,24,24,24
1,Illinois,23793,100,81,67,55,51,46,43,40,40,39,39,37,37,36,36,36,34,36,34,36
2,California,60452,530,409,321,254,208,169,143,127,114,106,100,94,92,89,87,85,85,84,83,82
3,Arizona,17086,148,97,63,41,27,20,14,11,8,7,6,5,5,5,5,4,4,4,4,4
4,Massachusetts,17387,127,111,101,93,87,86,83,80,80,80,78,78,78,77,77,77,75,75,75,75
5,Wisconsin,7380,66,59,53,49,46,44,43,41,40,40,40,39,39,38,39,38,38,38,37,38
6,Texas,49212,653,506,393,317,259,215,181,156,140,129,120,115,110,107,105,102,101,99,101,98
7,Nebraska,2220,31,28,26,25,24,23,22,22,22,21,21,21,21,21,21,20,20,20,20,20
8,Utah,2159,30,22,16,12,10,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6
9,Oregon,2440,29,28,28,28,28,27,27,27,27,27,27,26,26,27,26,26,26,26,26,26
10,Florida,34021,273,228,196,175,156,144,136,129,125,121,119,118,116,114,113,112,112,111,111,111
11,New York,51117,436,360,306,274,247,234,220,216,207,202,202,198,193,198,193,193,189,184,189,184
12,Rhode Island,2638,16,12,10,8,7,6,6,5,5,5,5,5,5,5,5,5,4,5,5,4
13,Georgia,19488,169,144,123,108,97,85,81,75,70,67,66,64,63,63,61,61,61,60,60,60
14,New Hampshire,1257,12,12,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
15,North Carolina,12248,155,120,98,81,69,61,54,48,45,43,40,39,38,38,37,36,36,36,36,35
16,New Jersey,24870,104,94,85,81,77,75,73,72,70,70,69,69,69,69,68,67,67,67,67,66
17,Colorado,6157,21,18,17,16,15,14,14,14,13,14,13,13,13,13,13,13,13,13,13,13
18,Maryland,8455,86,73,68,63,57,54,52,52,50,48,48,48,48,48,46,46,46,46,46,46
19,Nevada,5332,46,35,27,21,17,14,13,11,10,9,8,8,8,8,8,7,7,7,7,7
20,Tennessee,12001,88,74,62,54,47,42,39,36,33,32,31,30,29,28,28,28,28,28,28,28
21,Hawaii,471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,13148,80,60,47,38,33,29,26,25,23,23,21,21,21,20,20,20,20,20,20,19
23,Kentucky,6250,137,96,70,51,41,33,28,25,23,21,21,19,18,18,18,18,17,17,18,17
24,Minnesota,7035,51,49,46,45,44,43,42,42,42,42,40,40,40,40,40,40,39,39,39,39
25,Oklahoma,6669,174,114,77,54,39,29,22,18,15,13,12,11,10,10,9,10,9,9,9,9
26,Pennsylvania,25393,193,161,141,126,114,106,102,97,95,93,92,90,89,88,88,87,87,86,86,85
27,South Carolina,9276,87,72,60,53,46,41,36,34,32,30,29,29,28,27,27,26,26,26,26,26
28,District of Columbia,1081,3,3,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
29,Kansas,4895,28,21,16,13,11,10,9,8,8,8,7,7,7,7,7,7,7,7,7,7
30,Missouri,8885,118,89,67,55,44,38,33,30,28,27,25,24,24,23,23,23,22,22,22,22
31,Vermont,231,5,4,4,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2
32,Virginia,10472,144,119,102,90,79,73,66,62,61,59,59,57,56,56,56,56,54,54,54,54
33,Connecticut,7944,32,29,27,26,24,23,23,23,22,23,22,22,22,22,22,22,21,22,21,21
34,Iowa,5857,83,57,43,31,24,20,16,14,12,12,11,10,10,10,10,9,9,9,9,9
35,Louisiana,10216,77,52,39,27,21,17,13,12,10,10,9,8,8,8,8,8,7,7,7,7
36,Ohio,18917,52,40,33,28,25,22,21,19,19,19,18,18,18,18,17,17,17,17,17,17
37,Michigan,17563,328,313,305,300,294,289,284,286,280,276,268,270,265,265,264,260,256,254,252,249
38,South Dakota,1946,9,8,8,7,7,7,7,7,7,7,6,7,7,6,6,6,6,6,6,6
39,Arkansas,5661,63,41,28,20,15,10,8,6,5,4,4,4,3,3,3,3,3,3,3,3
40,Delaware,1578,18,15,12,10,10,10,9,9,9,7,7,7,7,7,7,7,7,7,7,7
41,Mississippi,7096,52,39,30,23,18,15,13,12,10,9,9,8,8,8,7,7,7,7,7,7
42,New Mexico,3976,23,20,18,16,15,14,14,14,13,13,13,13,13,13,12,12,13,12,12,12
43,North Dakota,1502,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
44,Wyoming,701,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
45,Alaska,313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,750,11,9,8,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
47,Alabama,10712,93,76,65,56,49,44,40,37,36,34,33,32,31,31,31,30,30,30,30,29
48,Idaho,1993,19,16,14,12,12,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9
49,Montana,1523,45,39,34,31,28,26,25,22,22,21,20,20,20,20,19,19,19,19,18,19
50,Puerto Rico,2155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
