,State,557,563,570,577,584,591,598,605,612,619,626,633,640,647,654,661,668,675,682,689,696
0,Washington,NaN,32,38,47,57,69,83,99,116,135,154,174,194,213,229,245,256,258,260,262,260
1,Illinois,NaN,65,82,110,145,189,240,299,363,427,487,539,578,597,592,561,515,461,398,336,278
2,California,NaN,139,206,315,471,686,974,1334,1756,2199,2575,2832,2894,2755,2488,2099,1688,1310,986,728,525
3,Arizona,NaN,65,76,93,112,134,157,180,204,224,237,250,257,259,252,239,221,201,180,159,138
4,Massachusetts,NaN,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5
5,Wisconsin,NaN,44,64,97,146,214,303,414,537,648,728,756,726,640,535,423,320,234,167,119,84
6,Texas,NaN,157,229,348,524,770,1099,1502,1964,2434,2837,3073,3083,2867,2481,2045,1614,1223,903,651,463
7,Nebraska,NaN,1,1,2,3,4,6,8,10,13,17,22,28,35,44,54,65,78,90,102,111
8,Utah,NaN,16,19,22,25,29,33,37,41,45,49,52,55,57,58,58,57,56,54,51,47
9,Oregon,NaN,21,29,42,61,87,123,170,230,300,377,451,514,553,558,540,487,417,341,273,212
10,Florida,NaN,156,234,364,548,797,1106,1449,1775,2009,2079,1969,1715,1407,1082,793,562,389,263,175,116
11,New York,NaN,19,22,27,32,38,44,50,56,62,68,73,78,82,86,88,89,90,89,88,84
12,Rhode Island,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Georgia,NaN,58,89,143,225,347,515,730,980,1216,1377,1412,1320,1118,885,661,475,330,225,151,100
14,New Hampshire,NaN,3,3,4,5,6,7,8,9,10,12,13,15,17,18,20,21,23,24,25,26
15,North Carolina,NaN,47,70,109,170,259,385,556,776,1034,1290,1498,1609,1587,1448,1236,1000,769,573,415,295
16,New Jersey,NaN,15,14,15,15,16,16,16,17,17,17,16,16,16,15,15,14,13,12,11,10
17,Colorado,NaN,40,43,47,51,56,60,65,69,74,77,81,82,84,86,88,88,87,86,84,82
18,Maryland,NaN,19,22,28,36,44,55,68,82,98,116,134,153,172,189,203,212,217,219,209,198
19,Nevada,NaN,18,20,23,27,31,35,40,45,49,54,58,61,63,65,65,65,65,62,60,57
20,Tennessee,NaN,22,36,62,105,176,285,446,652,880,1080,1182,1140,982,781,573,398,265,173,111,71
21,Hawaii,NaN,1,1,2,3,4,6,9,13,18,25,33,43,55,70,84,95,88,79,75,73
22,Indiana,NaN,50,62,80,102,130,163,202,245,293,341,387,427,454,469,471,464,438,396,351,305
