,Region,494,500,507,514,521
0,Belgium,,86,82,81,78
1,Bulgaria,,108,84,70,62
2,Czechia,,73,53,41,36
3,Denmark,,12,12,13,13
4,Germany,,586,463,373,348
5,Estonia,,11,9,8,8
6,Ireland,,0,0,0,0
7,Greece,,252,239,224,218
8,Spain,,412,333,256,234
9,France,,174,17,9,9
10,Croatia,,79,57,46,43
11,Italy,,512,468,436,392
12,Cyprus,,5,3,2,2
13,Latvia,,50,44,38,35
14,Lithuania,,61,53,48,46
15,Luxembourg,,4,4,4,4
16,Hungary,,138,103,83,72
17,Malta,,0,0,0,0
18,Netherlands,,70,65,61,56
19,Austria,,34,28,25,24
20,Poland,,517,376,284,245
21,Portugal,,14,15,15,15
22,Romania,,235,194,169,156
23,Slovenia,,18,17,16,16
24,Slovakia,,32,24,20,19
25,Finland,,6,5,5,5
26,Sweden,,113,97,78,68
27,United Kingdom,,82,93,99,103
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,7,7,6,6
31,Switzerland,,27,26,25,23
