,Region,438,444,451,458,465
0,Belgium,,252,261,278,304
1,Bulgaria,,970,996,1014,1008
2,Czechia,,838,678,566,477
3,Denmark,,25,26,27,27
4,Germany,,1110,1044,1037,1006
5,Estonia,,76,67,58,48
6,Ireland,,44,44,43,42
7,Greece,,488,502,516,524
8,Spain,,597,820,683,468
9,France,,2551,2887,3318,3492
10,Croatia,,207,247,291,341
11,Italy,,3304,3311,3166,2988
12,Cyprus,,14,16,17,17
13,Latvia,,59,57,57,55
14,Lithuania,,80,88,99,111
15,Luxembourg,,15,14,14,13
16,Hungary,,1858,1864,1838,1737
17,Malta,,19,19,16,14
18,Netherlands,,391,426,460,498
19,Austria,,241,265,275,278
20,Poland,,4167,4571,5139,5444
21,Portugal,,45,43,41,39
22,Romania,,976,989,998,985
23,Slovenia,,63,68,76,84
24,Slovakia,,396,352,348,339
25,Finland,,32,30,28,24
26,Sweden,,228,238,248,249
27,United Kingdom,,479,422,370,314
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,30,31,33,30
31,Switzerland,,120,129,135,138
