,Region,487,493,500,507,514
0,Belgium,,123,117,112,108
1,Bulgaria,,162,132,114,104
2,Czechia,,108,96,71,59
3,Denmark,,10,10,11,11
4,Germany,,852,720,627,566
5,Estonia,,16,15,13,13
6,Ireland,,5,3,2,1
7,Greece,,318,296,276,268
8,Spain,,414,464,332,279
9,France,,440,330,220,152
10,Croatia,,145,113,93,82
11,Italy,,731,580,444,342
12,Cyprus,,9,7,5,4
13,Latvia,,61,60,56,55
14,Lithuania,,77,74,69,66
15,Luxembourg,,4,3,3,3
16,Hungary,,242,180,143,122
17,Malta,,0,0,0,0
18,Netherlands,,87,71,58,47
19,Austria,,49,39,31,26
20,Poland,,817,665,550,477
21,Portugal,,16,16,18,19
22,Romania,,302,243,209,184
23,Slovenia,,25,23,21,19
24,Slovakia,,57,45,40,38
25,Finland,,6,6,6,6
26,Sweden,,174,167,147,148
27,United Kingdom,,63,58,54,52
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,9,9,9,10
31,Switzerland,,36,35,36,38
