,Region,445,451,458,465,472
0,Belgium,,284,275,255,238
1,Bulgaria,,906,884,807,734
2,Czechia,,686,574,478,419
3,Denmark,,17,18,19,20
4,Germany,,1417,1472,1491,1458
5,Estonia,,66,58,49,42
6,Ireland,,54,50,44,38
7,Greece,,546,547,545,538
8,Spain,,1531,1584,1635,1659
9,France,,2514,2715,2918,3112
10,Croatia,,298,350,384,406
11,Italy,,2870,2570,2284,2026
12,Cyprus,,13,14,15,17
13,Latvia,,52,52,52,54
14,Lithuania,,90,100,110,120
15,Luxembourg,,14,13,13,13
16,Hungary,,1680,1583,1453,1338
17,Malta,,6,4,3,3
18,Netherlands,,234,248,258,267
19,Austria,,226,220,203,185
20,Poland,,3655,3510,3306,3087
21,Portugal,,48,57,68,81
22,Romania,,938,873,784,705
23,Slovenia,,54,58,58,59
24,Slovakia,,407,382,350,340
25,Finland,,20,17,15,14
26,Sweden,,311,286,267,252
27,United Kingdom,,192,120,68,37
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,1,1,1
30,Norway,,22,21,20,19
31,Switzerland,,123,131,131,126
